iter,data_noise_weight_0.1_mean,data_noise_weight_0.1_upper,data_noise_weight_0.1_lower,data_noise_weight_0.5_mean,data_noise_weight_0.5_upper,data_noise_weight_0.5_lower,data_noise_weight_1.0_mean,data_noise_weight_1.0_upper,data_noise_weight_1.0_lower,data_noise_weight_1.5_mean,data_noise_weight_1.5_upper,data_noise_weight_1.5_lower
0,8.770623397827148,8.784390649346834,8.756856146307461,8.764092922210693,8.777694002425193,8.750491841996194,8.763019943237305,8.77594354437533,8.75009634209928,8.78322401046753,8.795786645163364,8.770661375771695
1,7.639025640487671,7.658402844760138,7.619648436215204,7.633915901184082,7.653892194101935,7.613939608266229,7.643694829940796,7.66196036979622,7.625429290085372,7.6922914505004885,7.71028166449706,7.674301236503917
2,6.714662885665893,6.739347759668805,6.689978011662982,6.714468288421631,6.7395084554855496,6.689428121357712,6.742859029769898,6.768411727221611,6.717306332318184,6.816453456878662,6.840107687188332,6.7927992265689925
3,5.940150451660156,5.9658006258091945,5.914500277511118,5.944278144836426,5.969411275818866,5.919145013853986,5.990455675125122,6.016575902551881,5.964335447698363,6.095395946502686,6.122158757133701,6.0686331358716705
4,5.280099487304687,5.30518611262728,5.255012861982094,5.288252687454223,5.312108236412763,5.264397138495683,5.357165813446045,5.38131471322698,5.3330169136651095,5.495410680770874,5.52105720888348,5.469764152658268
5,4.728247880935669,4.754363086074838,4.7021326757965,4.742081356048584,4.766726462028128,4.71743625006904,4.832211303710937,4.857480021778452,4.806942585643423,5.007764577865601,5.034396267168521,4.98113288856268
6,4.242596244812011,4.265828724295787,4.219363765328236,4.263156175613403,4.286177228783002,4.240135122443805,4.370772886276245,4.393883815058807,4.347661957493683,4.57758150100708,4.602585750589932,4.5525772514242275
7,3.821454071998596,3.8420525056271377,3.8008556383700545,3.8439801692962647,3.865635664253696,3.8223246743388333,3.9719712018966673,3.9937687256560173,3.9501736781373173,4.205775499343872,4.230857888694313,4.180693109993431
8,3.462885022163391,3.480005422629904,3.445764621696878,3.4906733512878416,3.5086329783541297,3.4727137242215536,3.6337419509887696,3.6506724410442053,3.616811460933334,3.8990727186203005,3.918710123437659,3.879435313802942
9,3.1472280025482178,3.1633309864035657,3.13112501869287,3.1804529190063477,3.197777247866062,3.1631285901466333,3.3436254262924194,3.360861577402174,3.326389275182665,3.6415812015533446,3.659325077433963,3.623837325672726
10,2.8752143144607545,2.888222687738556,2.862205941182953,2.9127683877944945,2.926442121502169,2.89909465408682,3.0871933460235597,3.09996647793396,3.074420214113159,3.414267063140869,3.427821380720998,3.40071274556074
11,2.6281086444854735,2.6381114889337516,2.6181058000371955,2.6707425355911254,2.682103540471854,2.6593815307103967,2.8613768339157106,2.8723284841808696,2.8504251836505516,3.220845365524292,3.2304137492883847,3.211276981760199
12,2.4073310136795043,2.41734141976315,2.3973206075958586,2.4557505369186403,2.46682597887222,2.4446750949650604,2.6668653011322023,2.6791597335607853,2.6545708687036194,3.063448977470398,3.0726345157824952,3.054263439158301
13,2.2083876609802244,2.2191138808027446,2.1976614411577042,2.2626309156417848,2.2735302154725754,2.251731615810994,2.4873629570007325,2.500534089837302,2.474191824164163,2.9105454444885255,2.919954241831772,2.901136647145279
14,2.028256094455719,2.040249493888674,2.016262695022764,2.086313557624817,2.0988658017179027,2.0737613135317314,2.328094959259033,2.3430955856156133,2.313094332902453,2.7802921772003173,2.7923236558971434,2.768260698503491
15,1.8752920269966125,1.8887618767499865,1.8618221772432384,1.9352400422096252,1.9486882001846924,1.921791884234558,2.193202495574951,2.2099595973782793,2.176445393771623,2.6646066904067993,2.677724522724263,2.6514888580893357
16,1.7317137002944947,1.7440374615482352,1.719389939040754,1.7959551811218262,1.8079336044503271,1.7839767577933252,2.0643129467964174,2.0789262446247005,2.0496996489681343,2.561224412918091,2.5727387267987067,2.5497100990374753
17,1.6073686957359314,1.6186301606613958,1.5961072308104671,1.67627774477005,1.6868846593522886,1.6656708301878116,1.956612503528595,1.9700795299362255,1.9431454771209646,2.473183822631836,2.484626366532558,2.461741278731114
18,1.488779330253601,1.497912863340938,1.479645797166264,1.561069083213806,1.5708600594144968,1.5512781070131154,1.8550390124320983,1.867051278073231,1.8430267467909658,2.3957502603530885,2.4036859045430643,2.3878146161631126
19,1.3847126126289369,1.3945279190758577,1.374897306182016,1.4608908534049987,1.4721419261419597,1.4496397806680377,1.769516921043396,1.7819400146210094,1.7570938274657828,2.324734926223755,2.3332704286480683,2.3161994237994414
20,1.2875846862792968,1.2978719598420314,1.2772974127165622,1.3669201016426087,1.378291785063501,1.3555484182217163,1.6902945160865783,1.7029498936002825,1.6776391385728742,2.257639169692993,2.266784963354897,2.2484933760310892
21,1.2008391857147216,1.2097534846856215,1.1919248867438217,1.28272145986557,1.2928090816871065,1.2726338380440336,1.6175630569458008,1.6293692772571895,1.6057568366344122,2.205691623687744,2.2164074861193943,2.1949757612560936
22,1.1259831190109253,1.1327790789315004,1.1191871590903502,1.2110718965530396,1.2193511287699184,1.2027926643361608,1.5536173820495605,1.5643079661194974,1.5429267979796235,2.160489010810852,2.1703629914840867,2.150615030137617
23,1.0548123240470886,1.0609733049898946,1.0486513431042825,1.1451473593711854,1.1535798815216176,1.1367148372207532,1.4958918690681458,1.5079819937691925,1.483801744367099,2.1189118146896364,2.1295311971162487,2.108292432263024
24,0.988155072927475,0.994393458105937,0.9819166877490129,1.0815282702445983,1.0896562365900584,1.0734003038991382,1.4450958490371704,1.4569655271730726,1.4332261709012681,2.079004335403442,2.088545120758986,2.0694635500478986
25,0.9337329626083374,0.9412130957955454,0.9262528294211294,1.0288639187812805,1.0382402575967096,1.0194875799658514,1.3975780606269836,1.4115608379062192,1.383595283347748,2.0421669721603393,2.0533246627867032,2.0310092815339753
