iter,algo_S_3.0_mean,algo_S_3.0_upper,algo_S_3.0_lower,algo_S_5.0_mean,algo_S_5.0_upper,algo_S_5.0_lower,algo_S_8.0_mean,algo_S_8.0_upper,algo_S_8.0_lower,algo_S_10.0_mean,algo_S_10.0_upper,algo_S_10.0_lower
85,0.7359998345375061,0.7437152862024761,0.728284382872536,0.1899788588285446,0.1922436871198661,0.18771403053722308,0.07245394289493556,0.0736061272075101,0.07130175858236103,0.059703143686056094,0.06017606517789892,0.05923022219421327
86,0.7295885741710663,0.7364407427460918,0.7227364055960407,0.19073772877454756,0.1935708917711792,0.18790456577791592,0.07157025337219235,0.07282808756328392,0.07031241918110077,0.05994653999805446,0.06058433872650835,0.05930874126960057
87,0.7270439743995667,0.7349975103971379,0.7190904384019955,0.19041967689990993,0.19325908853246976,0.1875802652673501,0.07145848646759982,0.0730429184341232,0.06987405450107645,0.059818785265088034,0.060434136779543145,0.059203433750632924
88,0.7272943675518035,0.7379176158536098,0.7166711192499973,0.18941072821617125,0.1918671460197609,0.1869543104125816,0.07109123878180978,0.07285699490684597,0.0693254826567736,0.0590110216289758,0.05962739761065426,0.058394645647297336
89,0.7254857242107391,0.7358229676251484,0.7151484807963298,0.18653580844402312,0.1891570337557056,0.18391458313234063,0.07076321206986899,0.0722454043496507,0.06928101979008729,0.058379593864083215,0.05905807147453108,0.05770111625363535
90,0.7247490882873535,0.7356408790639687,0.7138572975107383,0.18548753410577773,0.18778180983490567,0.1831932583766498,0.07071968764066691,0.07223145222125064,0.06920792306008318,0.05840088538825505,0.05917693038518954,0.05762484039132056
91,0.7251650333404541,0.7368299179318176,0.7135001487490906,0.1855647802352905,0.18822029326072653,0.18290926720985445,0.07039149180054662,0.0716991016758582,0.06908388192523503,0.05819449983537193,0.05890571367547478,0.05748328599526908
92,0.7225341796875,0.7331074646001327,0.7119608947748673,0.18645584136247634,0.18960356594772995,0.18330811677722272,0.06965869367122647,0.0711431400765964,0.06817424726585654,0.057827031239867176,0.058389470740985744,0.05726459173874861
93,0.7223087549209595,0.7329274414824543,0.7116900683594647,0.18768946826457975,0.19105804533663842,0.18432089119252107,0.06919000335037703,0.07054240802545056,0.0678375986753035,0.057999064028263034,0.05873057268930152,0.05726755536722455
94,0.7244701862335206,0.7345226795944338,0.7144176928726073,0.18647060245275496,0.18956735313797055,0.18337385176753937,0.06902716755867,0.06995974830630902,0.06809458681103098,0.058199418336153,0.0591174484281574,0.05728138824414859
95,0.7292421996593476,0.738981892111763,0.7195025072069321,0.18520466089248658,0.1880264784414542,0.18238284334351895,0.06856598705053325,0.06959933193657317,0.06753264216449334,0.05808448679745195,0.0589632704370902,0.057205703157813696
96,0.7307880401611329,0.7395780394129746,0.7219980409092911,0.1855892181396484,0.1891435699022484,0.1820348663770484,0.06825296729803082,0.0692946648430591,0.06721126975300254,0.058295404165983146,0.059291492374233645,0.05729931595773265
97,0.7309116005897522,0.738714146217825,0.7231090549616794,0.18449185639619825,0.18845678708693225,0.18052692570546425,0.06741530746221538,0.06836438402058574,0.06646623090384503,0.05801277272403234,0.05887426578278253,0.05715127966528215
98,0.7248643100261688,0.7330265425564512,0.7167020774958864,0.18366031199693678,0.18781880986572122,0.17950181412815233,0.06721755042672153,0.06808039353028315,0.06635470732315991,0.057415509968996005,0.05827853760408782,0.05655248233390419
99,0.7262121558189392,0.7339178143280778,0.7185064973098005,0.18220334351062772,0.18569598393608203,0.17871070308517342,0.06710934937000271,0.06800945335213818,0.06620924538786724,0.056984533369541124,0.05787466929562693,0.05609439744345532
100,0.7265201687812806,0.7356111883078077,0.7174291492547534,0.18231013119220732,0.1854134698757057,0.17920679250870894,0.06785109490156169,0.06897747286722929,0.06672471693589409,0.05681418180465694,0.05757713988785564,0.05605122372145823
101,0.7263073861598969,0.7349272445421239,0.7176875277776699,0.18303169459104535,0.18557657616094198,0.18048681302114872,0.06793124414980406,0.0693211824572496,0.06654130584235853,0.056938482075929595,0.05775283605995598,0.05612412809190321
102,0.7191401779651642,0.729419410880158,0.7088609450501703,0.18161075711250305,0.18421451924503787,0.17900699497996822,0.06771864406764502,0.06914864158521239,0.06628864655007766,0.05704200752079482,0.05787356644929019,0.056210448592299456
103,0.7174981772899628,0.7268616255689669,0.7081347290109586,0.18067670464515684,0.18302624152317207,0.1783271677671416,0.06771206818521017,0.0692616932742835,0.06616244309613684,0.057160362228751135,0.05798054057653519,0.05634018388096708
104,0.712570708990097,0.720526363754797,0.704615054225397,0.18078911453485488,0.1836662827370728,0.17791194633263696,0.06765244267880911,0.06928816955297655,0.06601671580464168,0.056730923056602434,0.057493392838045464,0.055968453275159404
105,0.709463095664978,0.7179276312747549,0.7009985600552011,0.1786577597260475,0.18106277261132508,0.1762527468407699,0.06702410317957397,0.0683762437955849,0.06567196256356303,0.05664454624056812,0.057355283081084445,0.05593380940005179
106,0.7077856600284577,0.7165891152075002,0.6989822048494151,0.17764522731304166,0.18077453952219721,0.17451591510388612,0.06726968847215171,0.06844191443412823,0.0660974625101752,0.056682137399911826,0.05750768517094284,0.055856589628880814
107,0.7038471639156342,0.713052112223958,0.6946422156073103,0.17797694653272628,0.18099573294504015,0.1749581601204124,0.06691532097756858,0.06809430484924489,0.06573633710589227,0.056537105515599206,0.05738541509452073,0.055688795936677686
108,0.7005206286907196,0.7081392371312435,0.6929020202501958,0.17769377082586285,0.18020042709886197,0.17518711455286373,0.06660410352051253,0.06780736476409825,0.06540084227692682,0.05643421560525891,0.05719677273750307,0.055671658473014744
109,0.7066845893859863,0.7150317765195404,0.6983374022524322,0.17726325988769528,0.18015287713541114,0.17437364263997943,0.06663508713245388,0.06754015920222037,0.06573001506268739,0.05615300759673114,0.05700841699087457,0.055297598202587714
110,0.6993741810321807,0.7086962871888901,0.6900520748754714,0.17580127269029616,0.1786076710620368,0.17299487431855554,0.06636757552623747,0.06734677891272584,0.0653883721397491,0.05611007362604139,0.05682447954649314,0.05539566770558964
111,0.6989331007003784,0.7088500358452229,0.6890161655555339,0.1743143647909164,0.17696984418069397,0.1716588854011388,0.06621691361069677,0.06719818926544055,0.065235637955953,0.05598781295120712,0.05680289790247082,0.05517272799994342
112,0.699474036693573,0.7098071055730917,0.6891409678140543,0.17394353002309798,0.1760725185812963,0.17181454146489966,0.06582367308437821,0.06670678272089617,0.06494056344786026,0.055947785452008195,0.056733794451085215,0.055161776452931174
113,0.6990998268127442,0.7092395497843725,0.6889601038411158,0.17282588481903072,0.17516324314342507,0.17048852649463636,0.06643755249679084,0.06749707793510439,0.0653780270584773,0.055780661851167625,0.05656029135625453,0.05500103234608072
114,0.6950749158859253,0.7037514347361682,0.6863983970356824,0.17215218693017958,0.17469713504260725,0.16960723881775192,0.06595882549881932,0.06690970393881725,0.06500794705882139,0.05560077689588065,0.056395533355998395,0.05480602043576291
115,0.6921902775764466,0.7012925585218939,0.6830879966309993,0.17057039141654967,0.1727512485866238,0.16838953424647554,0.06599264964461324,0.06665909525131285,0.06532620403791363,0.055499461665749504,0.056222731645442406,0.0547761916860566
116,0.6887373626232147,0.6979120964206353,0.6795626288257941,0.17319489568471905,0.1761180264207244,0.17027176494871368,0.06600395962595937,0.06683149187646005,0.06517642737545869,0.05494117029011245,0.05558411774171468,0.05429822283851023
117,0.6917799472808838,0.700028100498376,0.6835317940633915,0.1725656673312187,0.17592836618968283,0.16920296847275457,0.0655623164027929,0.06639701968181641,0.0647276131237694,0.0556224167346954,0.056129777551557875,0.05511505591783293
118,0.689340740442276,0.6981014128560733,0.6805800680284787,0.17252386659383773,0.175934605607281,0.16911312758039446,0.06587664075195787,0.06710754328062563,0.06464573822329012,0.0555816955864429,0.056203006178007074,0.05496038499487873
119,0.6911009013652801,0.7011171479140949,0.6810846548164654,0.17100042700767512,0.1743380427147859,0.16766281130056435,0.06595728620886797,0.0671855665302031,0.06472900588753283,0.05634348466992374,0.05728754681015133,0.05539942252969615
