iter,algo_R_local_1.0_mean,algo_R_local_1.0_upper,algo_R_local_1.0_lower,algo_R_local_2.0_mean,algo_R_local_2.0_upper,algo_R_local_2.0_lower,algo_R_local_5.0_mean,algo_R_local_5.0_upper,algo_R_local_5.0_lower,algo_R_local_10.0_mean,algo_R_local_10.0_upper,algo_R_local_10.0_lower
0,9.27743444442749,9.285556071027932,9.269312817827048,8.647605514526367,8.665341561900243,8.62986946715249,7.111730718612671,7.130397399278883,7.093064037946459,5.423903846740723,5.453784679151431,5.394023014330015
1,8.614613151550293,8.624483393303008,8.604742909797578,7.529592895507813,7.5467953403094405,7.512390450706185,5.249329519271851,5.280443260214976,5.218215778328726,3.3957969903945924,3.4317442509126814,3.3598497298765033
2,8.021278047561646,8.030453847073234,8.012102248050057,6.606155204772949,6.623622376180163,6.588688033365735,3.994322729110718,4.018900913260172,3.9697445449612645,2.2880518436431885,2.3143948819720532,2.2617088053143237
3,7.485700511932373,7.496799455317406,7.474601568547341,5.813579177856445,5.830506200681765,5.796652155031125,3.131373953819275,3.1530105703697275,3.1097373372688226,1.6651902198791504,1.6954577928157233,1.6349226469425775
4,7.003150081634521,7.015338722543943,6.9909614407250995,5.157460260391235,5.1727272240879465,5.142193296694524,2.523098611831665,2.5439959534080727,2.502201270255257,1.2290554165840148,1.2534531323933784,1.2046577007746513
5,6.5578378200531,6.57264895533929,6.54302668476691,4.609740114212036,4.626031903358299,4.593448325065773,2.0514812231063844,2.0691647270136757,2.033797719199093,0.9418943881988525,0.9654039703374799,0.9183848060602251
6,6.152020645141602,6.166196216902031,6.137845073381173,4.132647323608398,4.1484428501332085,4.116851797083588,1.691428828239441,1.7073907184445127,1.6754669380343692,0.7865848541259766,0.8076686004020164,0.7655011078499367
7,5.777710390090943,5.791278025267412,5.764142754914473,3.7137187719345093,3.7279501720760453,3.6994873717929733,1.4202413201332091,1.4330426357371668,1.4074400045292514,0.6775011479854584,0.6964525544074694,0.6585497415634473
8,5.43219108581543,5.4456022757289615,5.418779895901898,3.3601807355880737,3.3747653027852205,3.345596168390927,1.2091158866882323,1.2241268493758573,1.1941049240006074,0.5963091790676117,0.6097719495117302,0.5828464086234932
9,5.116551780700684,5.131591135545109,5.101512425856259,3.049012541770935,3.06243718347445,3.03558790006742,1.0409564614295959,1.054645245165627,1.0272676776935648,0.52000672519207,0.5322345426684905,0.5077789077156496
10,4.825050163269043,4.839623604420894,4.810476722117191,2.774854302406311,2.7886585253706633,2.761050079441959,0.9049022853374481,0.9184606970470544,0.8913438736278418,0.4940960854291916,0.5114092763461521,0.47678289451223105
11,4.549308109283447,4.563198871009873,4.535417347557021,2.5347254514694213,2.547969497878121,2.5214814050607215,0.8048585474491119,0.8147883298169939,0.7949287650812299,0.460920923948288,0.4743675056084478,0.44747434228812816
12,4.295405054092408,4.309441332803122,4.281368775381694,2.315111994743347,2.328969399455993,2.3012545900307013,0.7121410846710206,0.7230852073854531,0.701196961956588,0.43243716955184935,0.4452001337137677,0.419674205389931
13,4.064914298057556,4.079175312720483,4.05065328339463,2.118866229057312,2.131769994831586,2.105962463283038,0.6409546256065368,0.6503784497447854,0.6315308014682882,0.41011753380298616,0.41961878634879357,0.40061628125717874
14,3.850071668624878,3.8645506311383016,3.8355927061114543,1.9504711747169494,1.9628487495525972,1.9380935998813016,0.5738863170146942,0.5828535171978466,0.5649191168315417,0.381223139166832,0.3900731523653716,0.37237312596829236
15,3.6482964754104614,3.6628151810822795,3.6337777697386433,1.7928687453269958,1.8052633300789633,1.7804741605750283,0.5169424176216125,0.5270813795948585,0.5068034556483666,0.3653548300266266,0.3782235682585765,0.3524860917946767
16,3.465180253982544,3.478963835680148,3.45139667228494,1.653357207775116,1.6646044319380484,1.6421099836121835,0.4744483381509781,0.4853950908996991,0.46350158540225705,0.3421506643295288,0.3553028844352743,0.32899844422378327
17,3.294826698303223,3.307098356800909,3.2825550398055365,1.5296678066253662,1.5400555362641506,1.5192800769865817,0.43354763090610504,0.443363555470368,0.4237317063418421,0.34147695302963255,0.35357432240410597,0.3293795836551591
18,3.1331755399703978,3.1454290208308793,3.1209220591099163,1.4186262488365173,1.428937605213558,1.4083148924594766,0.40200519263744355,0.41005858719149196,0.39395179808339514,0.33710878491401675,0.3468905077015555,0.327327062126478
19,2.9840231418609617,2.99662684537741,2.9714194383445136,1.3157512426376343,1.3259053951194597,1.305597090155809,0.38348896205425265,0.3896005648789866,0.3773773592295187,0.32222083806991575,0.3372098121486617,0.3072318639911698
20,2.8444591522216798,2.858111291454112,2.8308070129892475,1.2283753037452698,1.2379005622132235,1.218850045277316,0.36485961079597473,0.37164836650355615,0.3580708550883933,0.34306093752384187,0.35551185062104596,0.3306100244266378
21,2.710072565078735,2.722659850685728,2.6974852794717425,1.1445611357688903,1.1530796402987613,1.1360426312390193,0.34694501757621765,0.3536431691862503,0.34024686596618503,0.3413120836019516,0.3532347692025841,0.32938939800131906
22,2.5895011901855467,2.6014070430611613,2.577595337309932,1.0698350667953491,1.0789708814802765,1.0606992521104217,0.3343557983636856,0.33995283018465516,0.3287587665427161,0.343046760559082,0.36093481919343495,0.32515870192472907
23,2.47357714176178,2.4867170665955967,2.460437216927963,0.9993874371051789,1.0091648808077585,0.9896099934025994,0.31990845799446105,0.32679762850054667,0.31301928748837543,0.33803090155124665,0.35504129995872885,0.32102050314376446
24,2.3616637706756594,2.374653399808284,2.3486741415430346,0.9351152122020722,0.9434318242520716,0.9267986001520727,0.3082382917404175,0.31786349471626024,0.29861308876457476,0.3247298881411552,0.3379067798117503,0.3115529964705601
25,2.2601935386657717,2.272650236923546,2.247736840407997,0.881604140996933,0.8886329625699592,0.8745753194239068,0.2936515510082245,0.30219408221107263,0.28510901980537634,0.3390637904405594,0.35021379417759163,0.32791378670352717
26,2.1630908966064455,2.1749751021276653,2.1512066910852257,0.827186393737793,0.8336736894585842,0.8206990980170018,0.28712852001190187,0.2945246572831246,0.27973238274067913,0.3438745468854904,0.3604432208904354,0.3273058728805454
27,2.071252179145813,2.0826324145212136,2.0598719437704127,0.7782758355140686,0.7848013657082561,0.7717503053198812,0.29117171466350555,0.29852454011895835,0.28381888920805276,0.3259065866470337,0.3388452809712405,0.3129678923228269
28,1.9841198205947876,1.9954622272295397,1.9727774139600356,0.7340557396411895,0.7410258260918575,0.7270856531905215,0.2780265912413597,0.2871451903998439,0.2689079920828755,0.3224932819604874,0.3332187163959174,0.3117678475250574
29,1.903568959236145,1.914173002688041,1.8929649157842492,0.6937984883785248,0.7006065160073781,0.6869904607496714,0.27110649049282076,0.27845611513193014,0.2637568658537114,0.31688494682312013,0.32405531927122816,0.3097145743750121
30,1.823608934879303,1.8335011943767734,1.8137166753818326,0.6548306763172149,0.6619051240944361,0.6477562285399937,0.2576792538166046,0.26552918438590295,0.24982932324730625,0.3202268719673157,0.33251591423583027,0.3079378296988011
31,1.7500287413597106,1.759394664630219,1.7406628180892023,0.6213004648685455,0.6282820262006336,0.6143189035364575,0.25736547708511354,0.26550917744604097,0.24922177672418608,0.32739298343658446,0.34258383675269116,0.31220213012047776
32,1.6796637535095216,1.6888500107542777,1.6704774962647655,0.5930081903934479,0.600990856168528,0.5850255246183678,0.25482099056243895,0.26117942776526726,0.24846255335961065,0.31550394296646117,0.32620700482445447,0.30480088110846787
33,1.611099910736084,1.6201751310365216,1.6020246904356463,0.5638479471206665,0.5715308610150319,0.5561650332263012,0.24988000243902206,0.2556618052173808,0.2440981996606633,0.32699714601039886,0.33438653303930665,0.3196077589814911
34,1.5471966505050658,1.555883288327335,1.5385100126827966,0.5383557468652725,0.5457753979671699,0.5309360957633752,0.24547570794820786,0.2513280713904162,0.23962334450599956,0.31682558655738824,0.32706666050548927,0.3065845126092872
35,1.487481379508972,1.49588558215309,1.479077176864854,0.5147396773099899,0.5217248683622032,0.5077544862577766,0.24041403234004974,0.24579124435359784,0.23503682032650164,0.33442637622356414,0.3401216181737785,0.32873113427334977
36,1.4312836527824402,1.4386874492061736,1.4238798563587067,0.49474883675575254,0.5012867986146591,0.488210874896846,0.24431138783693312,0.25041492683113903,0.23820784884272722,0.3207950472831726,0.3258205660333996,0.3157695285329456
37,1.3775997042655945,1.3853429431067108,1.3698564654244783,0.47190282344818113,0.4778475479776454,0.46595809891871687,0.24193355590105056,0.24922727314281784,0.23463983865928328,0.31956092864274976,0.330230875864534,0.30889098142096555
38,1.3249652147293092,1.332860587989239,1.3170698414693793,0.45255410075187685,0.45919366422706476,0.44591453727668895,0.24335319995880123,0.2509719863934598,0.23573441352414262,0.32016625106334684,0.3295070377377969,0.3108254643888968
39,1.2768499732017518,1.2845960551370386,1.269103891266465,0.4324245542287827,0.43928926733273854,0.4255598411248268,0.24080060422420502,0.24868100806578256,0.23292020038262748,0.31729127168655397,0.32962988254723213,0.3049526608258758
40,1.2297366499900817,1.237235974233125,1.2222373257470385,0.41579908430576323,0.4222755267623954,0.4093226418491311,0.23490381091833115,0.24187977552463094,0.22792784631203136,0.320403915643692,0.3320939067927137,0.30871392449467033
41,1.1850416898727416,1.191899463363661,1.1781839163818222,0.40210228860378266,0.4092639107948437,0.39494066641272163,0.23078343719244,0.23734954984370654,0.22421732454117344,0.3174107849597931,0.3303195000421773,0.30450206987740885
42,1.142259383201599,1.1486749906144749,1.1358437757887232,0.38782995045185087,0.39417593616388574,0.381483964739816,0.22866574376821514,0.2350251424996536,0.22230634503677668,0.31616182923316954,0.32769390776858265,0.30462975069775644
43,1.1027267098426818,1.1091123152146969,1.0963411044706668,0.37603114247322084,0.38222058777264817,0.3698416971737935,0.22779125273227688,0.23461210528331475,0.220970400181239,0.32221620082855223,0.3353432908471504,0.30908911080995405
44,1.0635020017623902,1.0695832021388436,1.0574208013859367,0.3626534193754196,0.36869065769770526,0.356616181053134,0.23263991773128506,0.24042696318984644,0.2248528722727237,0.34775819778442385,0.3640275656055682,0.3314888299632795
