iter,data_n_features_2.0_mean,data_n_features_2.0_upper,data_n_features_2.0_lower,data_n_features_10.0_mean,data_n_features_10.0_upper,data_n_features_10.0_lower,data_n_features_50.0_mean,data_n_features_50.0_upper,data_n_features_50.0_lower,data_n_features_100.0_mean,data_n_features_100.0_upper,data_n_features_100.0_lower
0,5.281341600418091,5.302174371572383,5.260508829263799,8.622665882110596,8.635723243449688,8.609608520771504,7.224002361297607,7.232313846276534,7.215690876318681,8.237409496307373,8.246968361209849,8.227850631404898
1,4.361608171463013,4.382499258294203,4.340717084631823,7.503505229949951,7.522739362986261,7.484271096913641,6.583645296096802,6.594454814075557,6.572835778118047,7.799488687515259,7.81514349186458,7.783833883165938
2,3.608896040916443,3.6256949258192948,3.592097156013591,6.590349721908569,6.614971112512018,6.56572833130512,6.1028674125671385,6.115098471781633,6.090636353352644,7.505291271209717,7.521324045686523,7.48925849673291
3,2.999929428100586,3.0153245293633466,2.9845343268378253,5.82471022605896,5.850978228667262,5.798442223450658,5.718657159805298,5.730133701904424,5.707180617706173,7.29712929725647,7.314783937147664,7.279474657365276
4,2.4980751037597657,2.5097985801811133,2.486351627338418,5.173112487792968,5.198977434919502,5.147247540666434,5.413651037216186,5.423407779096858,5.4038942953355145,7.127727603912353,7.143341190068144,7.1121140177565625
5,2.096655511856079,2.1063658064525326,2.0869452172596255,4.6271943092346195,4.653816625745436,4.600571992723803,5.146410179138184,5.156735151198036,5.136085207078332,6.978102588653565,6.993578441148471,6.962626736158659
6,1.7700819015502929,1.7803692556945143,1.7597945474060714,4.148470115661621,4.172249685392892,4.124690545930351,4.9174140930175785,4.926251049251477,4.90857713678368,6.8446619510650635,6.861970143710157,6.82735375841997
7,1.49708434343338,1.5073467591847338,1.4868219276820263,3.734566354751587,3.7556936244383863,3.7134390850647874,4.713119029998779,4.724309629299516,4.701928430698042,6.724570274353027,6.745646668669207,6.703493880036848
8,1.2756875157356262,1.2834190488980126,1.2679559825732398,3.3818402767181395,3.399162683103893,3.364517870332386,4.535105895996094,4.5472858730904155,4.522925918901772,6.623305892944336,6.6456686715201165,6.600943114368555
9,1.0936553359031678,1.1020116357806142,1.0852990360257213,3.0710827350616454,3.087501785898181,3.05466368422511,4.359708166122436,4.370694641126176,4.348721691118697,6.516587114334106,6.540965529579416,6.492208699088796
10,0.9400062739849091,0.9472037264123346,0.9328088215574836,2.803828716278076,2.8176552211359764,2.790002211420176,4.205802583694458,4.218753228773613,4.192851938615304,6.42344856262207,6.447542308003764,6.3993548172403765
11,0.813483327627182,0.8211768075508212,0.8057898477035428,2.5595630645751952,2.5703872207813974,2.548738908368993,4.064919376373291,4.075489624618198,4.0543491281283845,6.330358076095581,6.354324713617886,6.306391438573276
12,0.7056900262832642,0.7121885462510539,0.6991915063154744,2.341955041885376,2.3523870965830476,2.3315229871877046,3.936832237243652,3.9459076788287653,3.927756795658539,6.233383893966675,6.2545837981799055,6.212183989753444
13,0.6129541397094727,0.6184914446143229,0.6074168348046224,2.1467380285263062,2.1579860301662293,2.1354900268863832,3.8020838022232057,3.8119782778107076,3.792189326635704,6.148444080352784,6.173514670711918,6.123373489993649
14,0.5340724050998688,0.5402051972791857,0.5279396129205518,1.9694086909294128,1.9820402289422554,1.9567771529165703,3.676439356803894,3.6863676687513904,3.666511044856398,6.055872964859009,6.084366834310367,6.0273790954076505
15,0.46706548035144807,0.47248424032835684,0.4616467203745393,1.8189868092536927,1.8329406962766435,1.805032922230742,3.5672199964523315,3.5789311267468733,3.5555088661577896,5.9798348903656,6.0091548316164864,5.950514949114714
16,0.409990394115448,0.4147834307188686,0.40519735751202746,1.677948033809662,1.6909688626133998,1.664927205005924,3.4499380826950072,3.4598714931174257,3.4400046722725888,5.904394626617432,5.9296285119300896,5.879160741304774
17,0.360984542965889,0.3653846779694455,0.3565844079623325,1.5549976587295533,1.5670037504752052,1.5429915669839014,3.3514919757843016,3.3630831942331505,3.3399007573354527,5.831480026245117,5.853650784388796,5.809309268101439
18,0.3166048139333725,0.3204738028191808,0.31273582504756414,1.4381489396095275,1.4476138461371753,1.4286840330818797,3.245009708404541,3.2576574992479026,3.232361917561179,5.74914026260376,5.76989083041634,5.728389694791179
19,0.27876354455947877,0.2829071207538257,0.27461996836513186,1.3354887247085572,1.3460130301504145,1.3249644192666998,3.1524627685546873,3.167439947888559,3.1374855892208156,5.669334506988525,5.691052245656104,5.647616768320946
20,0.2460147112607956,0.24983763924937574,0.24219178327221547,1.2397412419319154,1.2506913539159659,1.2287911299478649,3.0608371019363405,3.076910461960535,3.044763741912146,5.597268009185791,5.6181754761378695,5.576360542233713
21,0.21765808165073394,0.2211982830588463,0.21411788024262157,1.1552095532417297,1.1646042561853098,1.1458148502981496,2.9699713468551634,2.98428128818364,2.955661405526687,5.518374395370484,5.537450993015853,5.499297797725114
22,0.1930552929639816,0.19626758188248636,0.18984300404547685,1.0821285009384156,1.0895110154566314,1.0747459864201998,2.885475277900696,2.901314311098418,2.8696362447029737,5.456459903717041,5.4771918847392245,5.435727922694858
23,0.1717574685811996,0.1745552981165367,0.16895963904586253,1.0127872824668884,1.0193254216001342,1.0062491433336427,2.7982138633728026,2.814591674955897,2.7818360517897083,5.379907512664795,5.407633582505382,5.352181442824208
24,0.15259632319211958,0.15522204273796544,0.1499706036462737,0.9473760962486267,0.9535953780828519,0.9411568144144016,2.728076958656311,2.7455581199488197,2.710595797363802,5.3176123142242435,5.342404140849523,5.292820487598964
25,0.13578956723213192,0.13824543750490087,0.13333369695936298,0.8942752599716186,0.9013387801524428,0.8872117397907944,2.652573561668396,2.668005915198718,2.637141208138074,5.239371681213379,5.265800290748158,5.212943071678601
26,0.12094172388315198,0.1227778713185305,0.11910557644777346,0.8434093236923218,0.8501162664476669,0.8367023809369767,2.580538582801819,2.5953554403399344,2.5657217252637037,5.1823138236999515,5.21357967293121,5.1510479744686934
27,0.10855439528822894,0.11008635431807529,0.10702243625838259,0.7912430346012116,0.797241059464789,0.7852450097376342,2.5071019649505617,2.522629170628257,2.4915747592728663,5.125298881530762,5.152209947250584,5.09838781581094
28,0.09706374853849407,0.09850706163823018,0.09562043543875796,0.7458312690258027,0.7513991138343276,0.7402634242172778,2.438597059249878,2.4546594923829947,2.4225346261167613,5.066905355453491,5.095907105848755,5.037903605058227
29,0.08700589984655377,0.08836800284732237,0.08564379684578517,0.7057635366916657,0.7122608497110515,0.6992662236722799,2.368115544319153,2.384042692064522,2.3521883965737835,5.018004941940307,5.045833700819631,4.990176183060984
30,0.07831924557685851,0.07966788065289385,0.07697061050082318,0.6680221676826477,0.6751681968045179,0.6608761385607774,2.3045917987823485,2.3194787498468648,2.2897048477178323,4.957322263717652,4.987186448380113,4.9274580790551905
31,0.07030215039849277,0.07161797224519983,0.06898632855178571,0.6322922468185425,0.6392254830149497,0.6253590106221352,2.242114472389221,2.25719711815338,2.227031826625062,4.903843259811401,4.936429011471031,4.871257508151771
32,0.06361731775104996,0.06466777519933443,0.0625668603027655,0.601874828338623,0.6095818198918035,0.5941678367854426,2.1822922468185424,2.1975919439638623,2.1669925496732225,4.846316337585449,4.878182409430218,4.81445026574068
33,0.05746330134570593,0.058522269573992855,0.056404333117419006,0.5718154788017273,0.5789902887791908,0.5646406688242639,2.123487639427185,2.1396662865425875,2.1073089923117823,4.789159822463989,4.823686237259305,4.754633407668673
34,0.052525105699896754,0.05343419142303384,0.051616019976759665,0.5473772466182709,0.5552992542125035,0.5394552390240384,2.0675528287887572,2.0840987485265132,2.0510069090510012,4.747077178955078,4.781172953924573,4.712981403985584
35,0.047574990615248655,0.04846210008198496,0.04668788114851235,0.5217106133699417,0.529235805243355,0.5141854214965285,2.011796736717224,2.0284227005605744,1.9951707728738737,4.686340236663819,4.722278162695046,4.650402310632591
36,0.04360833130776876,0.04440778575533523,0.042808876860202294,0.5001125067472458,0.5075146313844184,0.49271038211007323,1.9631033539772034,1.9802370669817022,1.9459696409727045,4.644597148895263,4.676864941277776,4.612329356512751
37,0.040008274465799284,0.040738943474534876,0.03927760545706369,0.47754808962345124,0.48463384224305106,0.4704623370038514,1.912678062915802,1.9283075090354838,1.8970486167961202,4.595812273025513,4.62925743720986,4.5623671088411655
38,0.03663411401212212,0.037222829468445844,0.03604539855579839,0.45782412588596344,0.46459669393202646,0.4510515578399004,1.8598276615142821,1.8763365706631479,1.8433187523654164,4.554977607727051,4.589403163159326,4.520552052294776
39,0.033833902701735453,0.03441887187621679,0.03324893352725412,0.44065390825271605,0.4468513715203188,0.4344564449851133,1.8163659691810607,1.8343153003986084,1.7984166379635131,4.507227182388306,4.54284132556995,4.4716130392066615
40,0.031065274961292688,0.03161933977891365,0.030511210143671724,0.4243771553039551,0.4307869062590471,0.4179674043488631,1.770313274860382,1.787128676966068,1.7534978727546962,4.453911209106446,4.491005008965902,4.416817409246989
41,0.0283099560067057,0.028797428573418098,0.0278224834399933,0.40468664169311525,0.4111290448363024,0.3982442385499281,1.7237913727760314,1.7401437114482659,1.707439034103797,4.4049042701721195,4.445084385075686,4.364724155268553
42,0.0264379737898707,0.026931806376168016,0.025944141203573384,0.39031162559986116,0.39699646892273677,0.38362678227698555,1.682419753074646,1.6996938869393645,1.6651456192099277,4.36049165725708,4.400638496521892,4.320344817992269
43,0.02475543040782208,0.025202954820472263,0.024307905995171897,0.37733752429485323,0.383354445175752,0.37132060341395445,1.6448323845863342,1.6610133973519914,1.628651371820677,4.316562986373901,4.355459074921919,4.277666897825883
44,0.02299184221774336,0.023374980736954702,0.022608703698532018,0.3611874580383301,0.3665814250709133,0.35579349100574686,1.605376386642456,1.6225561867676948,1.5881965865172172,4.271714210510254,4.308886976251841,4.2345414447686665
45,0.021298037469387004,0.021759940683758118,0.02083613425501589,0.35158381760120394,0.3573842554161515,0.3457833797862564,1.5695057153701781,1.5857924335390137,1.5532189972013426,4.231628036499023,4.269069774157849,4.194186298840197
46,0.019859695620834762,0.02037872697909137,0.019340664262578154,0.34030944406986235,0.3461696410574434,0.3344492470822813,1.5326639533042907,1.5502030653222034,1.515124841286378,4.189267182350159,4.224329740487361,4.154204624212957
47,0.01853887569159265,0.019018783881782856,0.018058967501402446,0.33029706180095675,0.3350708639712317,0.3255232596306818,1.4960885405540467,1.5132165190421072,1.4789605620659863,4.151320123672486,4.185064371778051,4.117575875566921
48,0.017323835380375338,0.017754474572370296,0.01689319618838038,0.3191510409116745,0.32401781431989757,0.31428426750345145,1.461579644680023,1.4787849350324944,1.4443743543275518,4.103728461265564,4.139584323666731,4.067872598864397
49,0.01649874681606884,0.016942493382503632,0.016055000249634046,0.3113976180553436,0.31654714743945206,0.30624808867123515,1.4254676342010497,1.44257601948723,1.4083592489148695,4.06402804851532,4.097154334957885,4.030901762072755
50,0.015388968586921648,0.015815271431267507,0.014962665742575789,0.30171452164649964,0.3070085711092983,0.296420472183701,1.3912844777107238,1.4072169854966203,1.3753519699248273,4.018839621543885,4.051354718918255,3.986324524169515
51,0.014727128483355001,0.015206847585744776,0.014247409380965225,0.2927967458963394,0.29792115276380515,0.2876723390288737,1.3623794436454773,1.3778850871588324,1.346873800132122,3.980241060256958,4.012675031238194,3.9478070892757224
52,0.013916679192334358,0.014452066775833976,0.01338129160883474,0.28785607814788816,0.2924886474044602,0.28322350889131614,1.3333223104476928,1.3495670464600096,1.317077574435376,3.9425026416778564,3.97306063110247,3.9119446522532426
53,0.01315489001572127,0.013600518792328167,0.012709261239114374,0.28087337911128996,0.2844623235846151,0.2772844346379648,1.3058847546577455,1.3212935717600234,1.2904759375554675,3.9061672925949096,3.9346439061294083,3.877690679060411
