iter,data_n_features_2.0_mean,data_n_features_2.0_upper,data_n_features_2.0_lower,data_n_features_10.0_mean,data_n_features_10.0_upper,data_n_features_10.0_lower,data_n_features_50.0_mean,data_n_features_50.0_upper,data_n_features_50.0_lower,data_n_features_100.0_mean,data_n_features_100.0_upper,data_n_features_100.0_lower
71,4.039835625233449,4.245511357957827,3.834159892509071,101.65228870765365,102.06088159994891,101.2436958153584,528.2761894485024,529.9380401274566,526.6143387695481,1252.463051997882,1255.2235386459183,1249.7025653498458
72,4.042681881883081,4.240752921964054,3.8446108418021083,101.36541496673516,101.80926055770098,100.92156937576934,526.2109895985986,527.8648608509558,524.5571183462415,1251.5886877248438,1256.3517032176405,1246.825672232047
73,4.06511876243129,4.264230663876584,3.866006860985995,101.62101875859096,101.99222124759238,101.24981626958954,525.7166610929402,527.3232960597899,524.1100261260905,1246.9358848421823,1250.441500677327,1243.4302690070376
74,4.051173298455147,4.250942622835717,3.851403974074577,101.38227881248254,101.62268754604513,101.14187007891995,526.314512169511,528.0323702617178,524.5966540773042,1240.8905436989921,1245.1959037297183,1236.585183668266
75,4.041127717979977,4.237186563006415,3.845068872953539,101.69597910557394,102.11235297068121,101.27960524046667,525.5054474090258,527.1811510577363,523.8297437603153,1242.9136563566717,1247.3974877639146,1238.4298249494288
76,4.048745238937903,4.2599524847259715,3.837537993149834,101.3165166679032,101.68211412139219,100.95091921441421,523.238998793847,525.0607715026889,521.4172260850052,1237.398311632258,1240.61631612648,1234.180307138036
77,4.0287072175609175,4.230811902874151,3.826602532247685,101.463317171987,101.78000430114827,101.14663004282573,523.1812977339723,525.4281835709035,520.9344118970412,1240.380447523608,1244.3343473099821,1236.4265477372337
78,4.043659506344594,4.251782254338229,3.8355367583509583,101.51502169868839,101.97193030366732,101.05811309370945,521.0687417027093,523.4657030585423,518.6717803468763,1238.9895845760207,1243.7118220521238,1234.2673470999175
79,4.053932349323202,4.2481386022896634,3.85972609635674,101.16850762515189,101.51593172686104,100.82108352344274,521.0043046181427,522.9380210281265,519.0705882081588,1235.3493742331727,1239.6391939387972,1231.0595545275482
80,4.051977444967735,4.253556796763354,3.8503980931721156,101.64675262439292,102.16775770724517,101.12574754154066,520.03468157163,521.0715216012366,518.9978415420235,1230.1023244277362,1233.2393285536746,1226.9653203017979
81,4.037214634185902,4.24825492254744,3.8261743458243633,101.51737769678323,101.88475310901798,101.15000228454848,522.3945164279568,524.0317852758277,520.7572475800858,1233.2455460029887,1237.5422835751556,1228.9488084308218
82,4.046071644127175,4.246171759346902,3.845971528907448,101.70780188459256,102.23457677141357,101.18102699777154,519.1043119600956,520.5816221212124,517.6270017989789,1228.42529690153,1232.3365171975652,1224.5140766054947
83,4.026834746188463,4.226290823987608,3.8273786683893185,101.74080940249624,102.18589141453798,101.2957273904545,520.2837322420698,521.7907054387128,518.7767590454268,1222.931103006403,1226.3456428074287,1219.5165632053772
84,4.04363565020786,4.244040011314517,3.8432312891012024,100.95341421152509,101.36169246225988,100.54513596079029,518.4572191486591,520.1987442845929,516.7156940127253,1221.7452675791324,1225.1542866868465,1218.3362484714182
85,4.044344463585603,4.243513593570139,3.8451753336010674,101.17308867813168,101.47394057163268,100.87223678463067,517.706785004721,519.3753206493146,516.0382493601275,1223.5846838467141,1227.473494484346,1219.6958732090823
86,4.025250427497454,4.232017794475534,3.818483060519374,100.91895704448503,101.41898284699973,100.41893124197033,516.9808342349437,518.710099527726,515.2515689421614,1221.3130684011994,1226.055217385624,1216.5709194167748
87,4.032526220885681,4.242736964453854,3.8223154773175083,100.53651190179491,100.95600744653694,100.11701635705288,517.4161049372809,518.5991416905068,516.233068184055,1221.2588597636,1225.3209109045256,1217.1968086226743
88,4.041887601065305,4.242390716101055,3.8413844860295545,100.88010306397507,101.23379307982506,100.52641304812508,516.0111278349378,517.5247785444591,514.4974771254166,1219.2252319357663,1223.0082118182381,1215.4422520532944
89,4.018363521251691,4.224205224967297,3.812521817536084,100.84336763492941,101.1112833791376,100.57545189072121,515.1339734626159,516.5650631706355,513.7028837545963,1212.927464523545,1215.8161231734932,1210.0388058735969
