iter,data_n_features_2.0_mean,data_n_features_2.0_upper,data_n_features_2.0_lower,data_n_features_10.0_mean,data_n_features_10.0_upper,data_n_features_10.0_lower,data_n_features_50.0_mean,data_n_features_50.0_upper,data_n_features_50.0_lower,data_n_features_100.0_mean,data_n_features_100.0_upper,data_n_features_100.0_lower
88,0.0060350626707076594,0.006157578421179027,0.005912546920236292,0.1775880843400955,0.17984419328247211,0.17533197539771886,0.6627078056335449,0.6745741338169993,0.6508414774500906,2.7940618276596068,2.8334526156239974,2.754671039695216
89,0.0060845335945486495,0.00623098298941854,0.005938084199678759,0.17624575197696685,0.17873674617782856,0.17375475777610513,0.6524041652679443,0.6638053160847814,0.6410030144511072,2.7682151317596437,2.8082316637736695,2.728198599745618
90,0.006120748585089991,0.006325753583761962,0.005915743586418019,0.17582811415195462,0.1792677738184946,0.17238845448541465,0.6430635035037995,0.6547130329343606,0.6314139740732384,2.745258116722107,2.786995145017279,2.7035210884269345
91,0.006160001084208439,0.006405133556969398,0.00591486861144748,0.17538235485553738,0.17874417657664438,0.1720205331344304,0.6360583484172821,0.6482520854684463,0.623864611366118,2.7203263521194456,2.762219052833482,2.6784336514054092
92,0.00585808213800188,0.006126657823246851,0.0055895064527569085,0.17270617634057997,0.17615414484897884,0.1692582078321811,0.6248440623283387,0.6368317780914858,0.6128563465651915,2.6888179779052734,2.731125333527796,2.646510622282751
93,0.00580884278751904,0.006040159658823284,0.005577525916214797,0.17314855903387066,0.17669788970217254,0.1695992283655688,0.6152815222740173,0.6270767221496348,0.6034863223983998,2.6638043880462647,2.705737986275873,2.6218707898166564
94,0.005853227386251029,0.00609645599710068,0.005609998775401378,0.17486337125301357,0.17839364135346356,0.1713331011525636,0.607488214969635,0.6187554816833655,0.5962209482559045,2.642444634437561,2.685754897479651,2.599134371395471
95,0.00590799888595933,0.0061539889847545305,0.005662008787164129,0.1759667247533798,0.17971194708026741,0.17222150242649217,0.6019062578678132,0.6135563951631199,0.5902561205725064,2.6220131635665895,2.666614594876733,2.5774117322564463
96,0.00580170499160882,0.0060068211519746315,0.005596588831243008,0.17604731768369672,0.1789082763531849,0.17318635901420854,0.5928680419921875,0.6045689447411824,0.5811671392431925,2.6035966873168945,2.6466359625575615,2.5605574120762276
97,0.00582503788173193,0.00601834093655714,0.0056317348269067195,0.17518558651208876,0.17864227489890847,0.17172889812526906,0.5851569890975952,0.596687493594277,0.5736264846009134,2.5834126234054566,2.6273758992907603,2.539449347520153
98,0.00598971019499,0.006182305149252336,0.005797115240727665,0.1759506419301033,0.17893496405968584,0.17296631980052074,0.5797222673892974,0.591611755073793,0.5678327797048018,2.564791941642761,2.6065607351707327,2.5230231481147896
99,0.00594773837365205,0.006199085107785835,0.005696391639518266,0.17710796892642972,0.18022698748501792,0.1739889503678415,0.5737369179725647,0.584983739644273,0.5624900963008563,2.5485556602478026,2.590499673170953,2.506611647324652
100,0.00598603016696865,0.006253947107525081,0.005718113226412218,0.1772564440965652,0.180959020951884,0.17355386724124644,0.5677981495857238,0.579083405503052,0.5565128936683956,2.5303535223007203,2.571206092877481,2.4895009517239597
101,0.005919092008843959,0.006176732237503149,0.00566145178018477,0.17622739672660825,0.17972747900623157,0.17272731444698494,0.5595411062240601,0.5706934854596042,0.5483887269885159,2.5072259187698362,2.5453416276245218,2.4691102099151507
102,0.005793421249836639,0.0060530241538495,0.005533818345823779,0.17495353966951369,0.17829426744887666,0.1716128118901507,0.5540046155452728,0.5662908071740713,0.5417184239164743,2.486532425880432,2.5255739980761622,2.447490853684702
103,0.00575083806179458,0.005991368013791392,0.005510308109797768,0.176154688000679,0.17984905171957874,0.17246032428177924,0.5487369179725647,0.5606824787075175,0.536791357237612,2.4656230449676513,2.505634411274596,2.4256116786607067
104,0.005770267918705899,0.006028445420230155,0.005512090417181642,0.17570108175277704,0.18002523866007297,0.17137692484548112,0.5425477683544159,0.5553052872169124,0.5297902494919193,2.4461442947387697,2.484406266807313,2.4078823226702264
105,0.005772412335500079,0.006046668542863544,0.005498156128136615,0.175338938832283,0.17964493869102632,0.17103293897353966,0.5373191803693771,0.5491323778171947,0.5255059829215595,2.4289416551589964,2.4663316309192886,2.391551679398704
106,0.00572544061578806,0.005952670069888853,0.005498211161687268,0.17225071787834165,0.17606762986616603,0.16843380589051726,0.5308517575263977,0.5431330363544915,0.5185704786983039,2.4081372261047362,2.446821437514993,2.3694530146944794
107,0.005648767296224791,0.005853244021247992,0.0054442905712015904,0.17236588299274444,0.1766732330026278,0.16805853298286108,0.5275436550378799,0.5402976831267603,0.5147896269489995,2.386210036277771,2.4248853974846383,2.347534675070904
108,0.0057870720978825795,0.0059841814826736865,0.0055899627130914726,0.1730918005108833,0.177360313021687,0.1688232880000796,0.5218983978033066,0.5352767767927735,0.5085200188138397,2.369249773025513,2.406863386295388,2.3316361597556376
109,0.005749950651079361,0.005966827595100947,0.005533073707057775,0.17390470206737516,0.17832010116620653,0.16948930296854378,0.5180729240179062,0.5320717338468994,0.5040741141889129,2.3473807334899903,2.386015587122659,2.3087458798573217
110,0.0056678381748497,0.005895235532608034,0.005440440817091367,0.173576083779335,0.1781380148088678,0.16901415274980222,0.5145281672477722,0.5287477466291828,0.5003085878663616,2.3260146379470825,2.36368120323805,2.288348072656115
111,0.005629041139036381,0.005847036502762303,0.005411045775310459,0.17380753010511396,0.17816486434662385,0.16945019586360408,0.511365994811058,0.5259955396875398,0.49673644993457633,2.308241105079651,2.3459194300061075,2.2705627801531945
112,0.00555764054879542,0.005790252520251709,0.00532502857733913,0.17395439743995664,0.17780531242314118,0.1701034824567721,0.5093564122915268,0.5233959339745937,0.49531689060845996,2.289039444923401,2.3272298161167333,2.250849073730069
113,0.0055348804686217905,0.00571359723348771,0.005356163703755871,0.17294515371322633,0.17600715371571551,0.16988315371073714,0.5046786934137344,0.5182399935519726,0.49111739327549625,2.272932839393616,2.311409571728881,2.234456107058351
114,0.0055457634851336,0.0057361704849938034,0.005355356485273397,0.17193722128868102,0.17554359726604543,0.16833084531131662,0.4970181345939636,0.5106751910667104,0.4833610781212167,2.258140516281128,2.297818269022228,2.2184627635400282
115,0.005676197260618141,0.005840827574037809,0.005511566947198472,0.1722397521138191,0.17573509760682393,0.16874440662081425,0.4929873555898666,0.507053291332712,0.4789214198470212,2.243882942199707,2.281755856490645,2.2060100279087687
116,0.0058620132040232,0.0060250027975956135,0.005699023610450787,0.17407230287790296,0.17755598509566278,0.17058862066014313,0.48957273066043855,0.503567286173758,0.4755781751471191,2.228655290603638,2.2659315180979545,2.1913790631093213
117,0.00600838204845781,0.0062117289582431165,0.005805035138672504,0.17339840829372405,0.17668917169608642,0.17010764489136168,0.48578232526779175,0.49983637981007206,0.47172827072551143,2.2135669946670533,2.2515570211200524,2.175576968214054
118,0.0060024144593625785,0.006221395734705145,0.005783433184020012,0.17294626384973524,0.17611364652148928,0.1697788811779812,0.479965478181839,0.49364328932727725,0.46628766703640073,2.1944426536560058,2.231492629011797,2.1573926783002144
119,0.006112041743472181,0.006319297726936553,0.0059047857600078085,0.17318557053804398,0.17614095867468363,0.17023018240140433,0.4785355180501938,0.4931457915040943,0.46392524459629325,2.1857515573501587,2.2217136345436685,2.149789480156649
120,0.0061202344950288005,0.006300117793700888,0.005940351196356713,0.17286571115255353,0.17564517562298554,0.17008624668212152,0.4742170661687851,0.4885434770953616,0.4598906552422086,2.1700464725494384,2.206573870703658,2.1335190743952186
121,0.006124166166409811,0.006361430581450371,0.005886901751369251,0.17287431508302686,0.17590865451193055,0.16983997565412318,0.46993266642093656,0.4847738582428089,0.45509147459906424,2.154639208316803,2.189360935598067,2.1199174810355386
122,0.006073968484997699,0.006311085682673057,0.005836851287322341,0.1746738240122795,0.17736276374793247,0.1719848842766265,0.4688355952501297,0.4832406238975066,0.4544305666027528,2.1394309639930724,2.1733774620692645,2.1054844659168803
123,0.00612225541844958,0.006330418982473344,0.0059140918544258155,0.17611417174339292,0.17856817709988643,0.1736601663868994,0.4681394726037979,0.4828877714013167,0.4533911738062791,2.1219526529312134,2.1559313673263514,2.0879739385360754
