iter,data_noise_weight_0.1_mean,data_noise_weight_0.1_upper,data_noise_weight_0.1_lower,data_noise_weight_0.5_mean,data_noise_weight_0.5_upper,data_noise_weight_0.5_lower,data_noise_weight_1.0_mean,data_noise_weight_1.0_upper,data_noise_weight_1.0_lower,data_noise_weight_1.5_mean,data_noise_weight_1.5_upper,data_noise_weight_1.5_lower
84,0.21116734296083445,0.21386029555706879,0.2084743903646001,0.34795657694339754,0.3513131594491847,0.3445999944376104,0.8096442282199859,0.8147508261546038,0.8045376302853681,1.57920161485672,1.5871584616569956,1.5712447680564445
85,0.21204556077718734,0.21440159613163354,0.20968952542274114,0.3477412223815918,0.35009676806521073,0.3453856766979728,0.8100586414337159,0.8129541554855467,0.807163127381885,1.5842073559761047,1.591886451310123,1.5765282606420865
86,0.21158734261989592,0.2133436796997184,0.20983100554007345,0.34762150049209595,0.3500927890927529,0.345150211891439,0.8131280899047851,0.8171375846997913,0.809118595109779,1.5866369366645814,1.5949905298392608,1.578283343489902
87,0.20998104512691498,0.21159642993812738,0.20836566031570258,0.34566459357738494,0.34848196305248186,0.342847224102288,0.8116750419139862,0.8160545136940753,0.8072955701338971,1.5803653478622437,1.5880381795235579,1.5726925162009295
88,0.20908087491989136,0.21034978057035292,0.2078119692694298,0.34476108849048615,0.34713474933899974,0.34238742764197255,0.8081426560878754,0.8132887506386571,0.8029965615370936,1.5750194668769837,1.5812615646504808,1.5687773691034865
89,0.20708385854959482,0.20840218191076249,0.20576553518842716,0.3433515131473541,0.34520254408967116,0.3415004822050371,0.8073062777519227,0.8119912760221125,0.8026212794817328,1.5770691752433776,1.5841605370482106,1.5699778134385447
90,0.2060349285602569,0.2078236241464216,0.2042462329740922,0.3440870314836502,0.3463960683423827,0.34177799462491776,0.8056917428970337,0.8096879446837147,0.8016955411103527,1.579106330871582,1.5854246315253528,1.5727880302178112
91,0.20517442375421518,0.20752402576830684,0.20282482174012353,0.34189994037151333,0.3444737623259288,0.33932611841709787,0.8016154885292053,0.8049411974367333,0.7982897796216772,1.5710976004600525,1.5781886542006787,1.5640065467194264
92,0.20350799858570098,0.20571086902153765,0.20130512814986432,0.34037536680698394,0.3425682256023734,0.3381825080115945,0.7985717952251434,0.8012926961091292,0.7958508943411576,1.5701434850692748,1.5742460841258752,1.5660408860126744
93,0.20306480377912522,0.20615524849189418,0.19997435906635627,0.3402126610279083,0.34331044527994714,0.3371148767758695,0.8018977999687195,0.805615395414131,0.798180204523308,1.5735146522521972,1.5812640252723593,1.5657652792320351
94,0.2023453831672668,0.20617409764557612,0.19851666868895748,0.3389404833316803,0.3430079472406217,0.3348730194227389,0.800776195526123,0.8060347538810554,0.7955176371711906,1.5739262580871582,1.5808014859978556,1.5670510301764609
95,0.20300196260213849,0.20641518461700986,0.1995887405872671,0.3391322880983353,0.34247214461757225,0.3357924315790983,0.8025451123714447,0.8070460419329676,0.7980441828099217,1.5786084532737732,1.5858048998567604,1.571412006690786
96,0.2035190835595131,0.20686911629451632,0.20016905082450986,0.3394158035516739,0.34274282294121133,0.33608878416213644,0.8025333642959595,0.8070813393326514,0.7979853892592675,1.5785391569137572,1.5865736449190067,1.5705046689085078
97,0.20277984142303462,0.20609033031086818,0.19946935253520107,0.3382584035396576,0.341805683888181,0.33471112319113416,0.8012630343437195,0.8061721687989258,0.7963538998885131,1.5785907864570619,1.5864775317044573,1.5707040412096664
98,0.20255758762359616,0.2055659623982232,0.19954921284896912,0.3403633564710617,0.3438159516042905,0.3369107613378329,0.8011194467544556,0.8052838647266883,0.7969550287822228,1.5836509704589843,1.5895683041551267,1.5777336367628418
99,0.1993048220872879,0.20142537274614902,0.19718427142842676,0.33693005740642545,0.3396494053215798,0.33421070949127113,0.794719934463501,0.7988181007039785,0.7906217682230234,1.5745536923408507,1.5828052794062164,1.566302105275485
100,0.1980139926075935,0.20067522712549515,0.19535275808969185,0.33635217845439913,0.33899861382754276,0.3337057430812555,0.7939353883266449,0.7975840895062803,0.7902866871470094,1.567944836616516,1.5755723092368246,1.5603173639962076
