iter,data_n_clusters_2.0_mean,data_n_clusters_2.0_upper,data_n_clusters_2.0_lower,data_n_clusters_3.0_mean,data_n_clusters_3.0_upper,data_n_clusters_3.0_lower,data_n_clusters_5.0_mean,data_n_clusters_5.0_upper,data_n_clusters_5.0_lower,data_n_clusters_10.0_mean,data_n_clusters_10.0_upper,data_n_clusters_10.0_lower
10,125.21426142097376,125.5426762329061,124.88584660904141,123.70964177286817,124.26448550734489,123.15479803839145,103.3179575228362,103.93482519395286,102.70108985171953,89.22345727267334,89.80118589843805,88.64572864690864
11,124.19900027044162,124.84329793567038,123.55470260521285,122.36133085642071,122.94910587543544,121.77355583740598,102.21543348167265,102.892446691826,101.5384202715193,88.66265955769613,89.09099428153777,88.23432483385449
12,123.49148020917512,124.08047100755245,122.9024894107978,121.0663424113144,121.6354303106859,120.49725451194288,101.17170970430956,101.78375070284463,100.5596687057745,88.06211903239297,88.50435063326036,87.61988743152558
13,122.43497006009049,122.93073131434504,121.93920880583595,120.42901905555512,121.11829418005051,119.73974393105972,101.03506005590796,101.80519090760754,100.26492920420839,87.56066777510124,88.03649208945933,87.08484346074314
14,121.48634521910753,121.98201625409784,120.99067418411722,119.35801314514829,119.94231154328924,118.77371474700735,99.61906501827733,100.04611827483039,99.19201176172426,87.34877133703745,87.80571691002227,86.89182576405263
15,120.60391825852062,121.17596231970907,120.03187419733217,118.55673946442934,118.98877119680505,118.12470773205364,99.73261350689975,100.27924813000557,99.18597888379394,86.07022420377768,86.47725935670158,85.66318905085379
16,119.29918845934392,119.83206965278264,118.76630726590521,117.67344370781227,118.21518261640267,117.13170479922186,99.28374567683332,99.70819605450673,98.85929529915991,85.64601728966764,86.07104073441957,85.22099384491571
17,118.99965712282963,119.67386630077638,118.32544794488288,117.12389849016554,117.73433120503924,116.51346577529185,98.94972230993122,99.3947969576678,98.50464766219464,85.33416759606709,85.82100499960148,84.8473301925327
18,117.83904150626809,118.34223630613306,117.33584670640312,115.59033235959858,116.29776276118567,114.88290195801149,98.23510222009801,98.61848658990394,97.85171785029209,84.72760627803464,85.09962500445117,84.35558755161811
19,117.6901058780754,118.11161973179482,117.26859202435598,115.68197923913628,116.23790790501756,115.126050573255,98.0474034555815,98.72061687326406,97.37419003789894,84.73837487441479,85.05835798808212,84.41839176074745
20,116.89303145006552,117.40197668214941,116.38408621798163,115.64152126186112,116.2256045986601,115.05743792506213,97.60339831646037,98.11033395354782,97.09646267937292,84.4064851474343,84.76942080797505,84.04354948689354
21,117.14963091188547,117.63819385324875,116.66106797052218,114.76575940070067,115.32480963811012,114.20670916329122,97.3522286853556,97.79158650687056,96.91287086384064,83.95203006347269,84.47068598849755,83.43337413844783
22,116.40423107458578,116.8061857273106,116.00227642186096,113.96047357421074,114.4042734376272,113.51667371079428,96.86520192153016,97.3056233599578,96.42478048310251,83.46704908202848,83.78495462670729,83.14914353734967
23,115.31513644977274,115.8783747668868,114.75189813265868,113.50464694143298,113.96789256669446,113.0414013161715,96.64530669608459,97.08071577191856,96.20989762025062,82.92311632088187,83.21771718394153,82.62851545782222
24,115.85590478046201,116.45015415944029,115.26165540148374,113.63480208478029,114.14568053087156,113.12392363868902,96.15505341761708,96.61927855437419,95.69082828085998,82.50300197388637,82.93524363297266,82.07076031480008
25,114.46853096563345,114.84576033184554,114.09130159942136,113.14577482266273,113.70732473440624,112.58422491091922,96.03473279047081,96.50389330497762,95.565572275964,82.401603637747,82.81824010802684,81.98496716746716
26,113.96938463584567,114.42887168761013,113.50989758408122,112.67210469531976,113.11968827797286,112.22452111266666,95.78955831514935,96.17416632404685,95.40495030625185,82.1303440406865,82.53826144269782,81.72242663867517
27,113.6931678576509,114.176084584103,113.21025113119882,112.08942799898144,112.5279406792352,111.65091531872767,95.4351147932711,95.7878734468088,95.08235613973339,81.68487058830222,81.9870642129897,81.38267696361474
28,113.29278909263374,113.83913760574286,112.74644057952462,111.7415016438523,112.16536842800726,111.31763485969735,95.00004679023495,95.4009681409334,94.5991254395365,81.11371215277578,81.40024408922065,80.8271802163309
29,113.20035639285115,113.60936418326052,112.79134860244177,111.41927644837861,111.7907888794833,111.04776401727392,95.21378639752889,95.60690451677624,94.82066827828154,81.03690475068277,81.46573206228403,80.6080774390815
30,112.59416737107604,113.06009825126243,112.12823649088965,111.34312436662249,111.80687821519439,110.87937051805059,94.84884756464226,95.11300845177976,94.58468667750475,81.15734610612978,81.48026373438567,80.83442847787389
31,112.80421256132695,113.22813947467013,112.38028564798377,110.94385827217543,111.4174494117538,110.47026713259707,94.68132144287388,94.9910092549997,94.37163363074806,81.08432967274783,81.33076192383457,80.83789742166108
32,112.50684887421546,112.92258180135414,112.09111594707679,110.94478583679634,111.2800511706096,110.60952050298309,94.38208603181073,94.75437668323653,94.00979538038493,80.80942804476285,81.13974480452727,80.47911128499844
33,112.00890562648365,112.39553412549158,111.62227712747573,110.23959591903717,110.86277930030442,109.61641253776992,94.24347216431526,94.52489209201859,93.96205223661194,80.22366531869837,80.45402238700015,79.99330825039658
34,111.81512162304594,112.11702008048185,111.51322316561003,109.968908708914,110.56144327346517,109.37637414436283,94.14450229433385,94.4324700562832,93.8565345323845,80.03394948365248,80.32075003951657,79.74714892778839
35,111.82184104610651,112.32137270309778,111.32230938911525,109.96415756727117,110.4051817142107,109.52313342033165,94.04408249951196,94.39591547358349,93.69224952544043,79.97711968055388,80.21742836762256,79.73681099348521
36,111.77573826722985,112.11777586292675,111.43370067153296,109.81105972314234,110.37047051409341,109.25164893219126,93.80828471285238,94.11697298824676,93.49959643745801,80.03000694989635,80.2892979299942,79.77071596979849
37,110.90492966722886,111.22081661741545,110.58904271704226,109.37202181032112,109.79140820928816,108.95263541135407,93.71610529993748,94.02132422341364,93.41088637646132,79.94718695581416,80.19501426925528,79.69935964237304
38,110.94023761346175,111.42960624462997,110.45086898229353,109.22103151203844,109.69866686733708,108.74339615673979,93.47067002564602,93.78041986378601,93.16092018750602,80.1053156265269,80.54246831552014,79.66816293753367
39,110.76928057782568,111.1511309281953,110.38743022745606,108.7603337184041,109.09310763234448,108.42755980446371,93.7834738783524,94.00660196484984,93.56034579185496,79.80460510874364,80.07848743017375,79.53072278731354
40,110.57161094164135,111.0395492673829,110.10367261589981,109.092670040968,109.54327956802813,108.64206051390788,93.17466912589416,93.5404034074723,92.80893484431601,79.53012756774152,79.79965391966174,79.2606012158213
41,110.05491911079817,110.49490538330815,109.61493283828818,108.5462827196196,109.03202880824378,108.06053663099541,93.08114055754629,93.41735763958327,92.74492347550931,79.34249661084513,79.62737034826652,79.05762287342374
42,110.1285303438485,110.56118032196498,109.69588036573201,108.01338830326816,108.39829980947471,107.62847679706161,93.13568120795264,93.54127221327632,92.73009020262897,79.42356493575576,79.6634672410138,79.18366263049772
43,110.34823822677033,110.67216050405658,110.02431594948409,108.00473825709233,108.34839352157672,107.66108299260793,92.91037700768895,93.29698668227364,92.52376733310426,78.8339537175498,79.11727999192885,78.55062744317075
44,109.60627269690595,109.99144456882568,109.22110082498621,108.92223930295395,109.38517117432082,108.45930743158709,92.46312947905115,92.87060358802631,92.05565537007598,79.15480663024383,79.42929005213942,78.88032320834823
45,109.65490394866413,110.06488689157293,109.24492100575533,107.46956649021604,107.87861955266004,107.06051342777204,92.57042939365985,92.75814032500128,92.38271846231842,79.09599303978972,79.3745400512866,78.81744602829284
46,109.19644843412777,109.59795488924003,108.79494197901552,107.7713121462642,108.21964595113198,107.32297834139641,92.47879521190379,92.81840471483059,92.13918570897698,79.01389235287903,79.26937820646052,78.75840649929754
47,109.28773469783206,109.472336521646,109.10313287401813,107.57220570215927,107.9823516763707,107.16205972794783,91.99411559920676,92.38533706716504,91.60289413124849,78.53018275137944,78.7762301010079,78.28413540175099
48,109.0213018391325,109.3285416154313,108.7140620628337,107.17153010200006,107.5363974991532,106.80666270484693,92.6873852726029,93.02679072837957,92.34797981682622,78.52567489341291,78.72472242128568,78.32662736554015
49,109.56812768679103,109.79887809941775,109.33737727416431,107.52836755695307,108.01857840625615,107.03815670764999,92.34955790775639,92.71250168095246,91.98661413456033,78.51613578172342,78.75929665223998,78.27297491120686
50,109.12299202708877,109.52872546979074,108.7172585843868,107.12761840775349,107.4556978000238,106.79953901548318,92.37885139372457,92.74518971278327,92.01251307466588,78.57376007386395,78.8509186445963,78.2966015031316
51,109.23339176746268,109.62688939771164,108.83989413721372,107.41730790353513,107.88830011678711,106.94631569028316,91.92761487466295,92.18745308442152,91.66777666490438,78.42056298921138,78.62374132445576,78.21738465396699
52,108.82697213444676,109.30264197302685,108.35130229586667,106.45982648830213,106.80676266542088,106.11289031118338,92.2691579059697,92.59247111348843,91.94584469845098,78.12372846834738,78.29222556666822,77.95523137002654
53,108.5170243407808,108.99364685957057,108.04040182199101,107.59628150242274,108.06293539935908,107.1296276054864,92.04293580063668,92.4213600257405,91.66451157553287,78.39894929073817,78.64373296277314,78.1541656187032
54,109.22360626477382,109.66040078425921,108.78681174528843,107.77752577915774,108.3070421979173,107.24800936039819,92.318219903127,92.60807831751454,92.02836148873946,78.4980805439465,78.80550004192804,78.19066104596496
55,108.22535471076476,108.54727696864556,107.90343245288396,106.87651584646669,107.19488793420578,106.5581437587276,91.74178966315466,92.05168337486771,91.43189595144162,78.3825509314722,78.67976339695089,78.0853384659935
56,108.77399857458354,109.24192365679697,108.30607349237012,106.6232156529442,107.15633737023077,106.09009393565762,91.33169708267431,91.7706313745829,90.89276279076572,78.26376743134531,78.44694810008224,78.08058676260839
57,108.60204377742123,108.8763369450524,108.32775060979006,106.333226477209,106.7594633694557,105.90698958496229,92.06631460541999,92.54799899349717,91.5846302173428,77.90034269931468,78.16104462218141,77.63964077644795
58,108.1099071603696,108.3193353217008,107.9004789990384,106.21338125009206,106.50085517556434,105.92590732461977,91.53229602224368,91.91187974173761,91.15271230274976,77.5016361093512,77.79173507894814,77.21153713975426
59,108.1771911710857,108.47170878047763,107.88267356169376,106.6821648587337,107.22374644717432,106.14058327029308,91.96372931157885,92.489554599677,91.43790402348068,78.04554239044309,78.31133120397666,77.77975357690951
60,108.61163711537456,108.95184330841127,108.27143092233786,106.58948053107338,107.11594073745998,106.06302032468678,91.65110167067458,91.94685046708375,91.3553528742654,77.96469493732329,78.30257353249637,77.6268163421502
61,107.99541001971795,108.39914395811823,107.59167608131767,106.06005726793622,106.46182001394801,105.65829452192442,91.74811702173912,92.10260142929934,91.3936326141789,77.72966216368829,78.03827472225535,77.42104960512123
62,107.88315184842307,108.18474431856443,107.58155937828171,106.29305358535416,106.74286246744707,105.84324470326125,91.7109664030888,92.10120227536464,91.32073053081297,77.91902312821995,78.25747428527322,77.58057197116668
63,108.14283206053241,108.62953632369624,107.65612779736858,106.27584619179429,106.66883281327038,105.88285957031819,91.53074019260465,91.80682435562827,91.25465602958104,77.75535143035502,78.01851313852207,77.49218972218797
64,108.34501317528982,108.75887114570821,107.93115520487143,106.23349428216643,106.6622841582603,105.80470440607256,91.18343769943807,91.45309871137289,90.91377668750326,78.18313505659299,78.65086957075923,77.71540054242675
65,107.76220530446808,108.10387397185968,107.42053663707648,105.92729130903108,106.3451226512862,105.50945996677595,91.13167104887597,91.50832530717192,90.75501679058003,77.80033340356606,78.03173317716409,77.56893362996803
66,107.85395394377409,108.12135978783888,107.58654809970929,106.03892831690925,106.47956448047174,105.59829215334676,91.4598510422066,91.74854352345861,91.17115856095458,77.73700783919983,77.95103799253795,77.52297768586172
67,108.03582758531938,108.29289787989941,107.77875729073935,105.88783604394351,106.3870537167704,105.38861837111662,90.92935192229993,91.34321055893813,90.51549328566173,77.80480302679628,78.05665937659217,77.55294667700039
68,107.67972129847831,108.03130242147168,107.32814017548495,106.1130833647253,106.61839184128824,105.60777488816235,91.230878112922,91.55980597167863,90.90195025416537,77.78605658711723,78.11762506487865,77.45448810935581
69,108.12510050349549,108.39512682823035,107.85507417876063,106.01643406882718,106.37839231051504,105.65447582713932,91.00660644194477,91.3656848424489,90.64752804144064,77.97631212772424,78.22218246949267,77.73044178595582
70,107.4293332318819,107.77321941056198,107.08544705320182,105.99168849957421,106.43222229151294,105.55115470763548,91.31507443407612,91.69823142607358,90.93191744207867,77.52795317009411,77.73218397112085,77.32372236906737
71,107.60369613449916,107.96149735543764,107.24589491356068,105.52443302312136,106.0599649455545,104.98890110068822,91.18900360876754,91.57217228301676,90.80583493451832,77.78026173140303,77.96426479329236,77.5962586695137
72,107.52859391683026,107.80339754979616,107.25379028386436,106.49209853975992,106.92771233234171,106.05648474717813,91.42269337943127,91.7282819651296,91.11710479373293,77.31674892712357,77.53999655855067,77.09350129569647
73,106.80640289061083,107.05808314141925,106.5547226398024,105.22465124285368,105.69215650161507,104.75714598409229,91.3085914807818,91.6360128396178,90.9811701219458,77.61417147544196,77.85521794288213,77.3731250080018
74,107.43437756423569,107.74154120684025,107.12721392163112,105.34737307704113,105.70708491734572,104.98766123673653,91.08102343915735,91.47439392079214,90.68765295752256,77.6306515638143,77.8673927253261,77.3939104023025
75,107.16774074558305,107.5194360578564,106.8160454333097,105.6949434290739,106.10568167181346,105.28420518633435,91.33146973748937,91.6310188096126,91.03192066536614,77.30614053406981,77.48428618561029,77.12799488252934
76,107.41889418111423,107.68889564331859,107.14889271890986,105.45222831102576,105.80803693379711,105.09641968825441,91.0711482525995,91.35397294314699,90.78832356205201,77.62995090058072,77.8360480663051,77.42385373485635
77,107.69690279650231,108.12829443386026,107.26551115914437,105.63086881527178,106.03580685011232,105.22593078043124,90.9642796199717,91.18148872819157,90.74707051175184,77.62577006390165,77.92366155223812,77.3278785755652
78,107.50503895854551,107.85949652088823,107.1505813962028,105.40390032711545,105.87660151983465,104.93119913439625,91.10144265478223,91.53202778073612,90.67085752882835,77.46333523055577,77.75463582979266,77.17203463131888
79,107.1299855047998,107.44591688519445,106.81405412440516,105.3617649913817,105.92852487268118,104.79500511008223,91.15458444382611,91.47985817594771,90.82931071170451,77.633932645939,77.81241671576677,77.45544857611122
80,107.28438843252945,107.70583597209585,106.86294089296305,105.15146396378483,105.62520679916578,104.67772112840389,90.98689882110676,91.28466262557131,90.68913501664221,77.39292302046093,77.64316021954976,77.1426858213721
81,106.9968374294372,107.39050557360227,106.60316928527214,105.49294941232938,105.89084551410829,105.09505331055047,90.8828807665719,91.16543655968107,90.60032497346273,77.40605435326006,77.68168715721279,77.13042154930733
82,107.29678386977214,107.58690437282732,107.00666336671696,105.32340790489013,105.6231355212967,105.02368028848356,91.05448645662105,91.41949438127352,90.68947853196858,77.83980303327968,78.07025380660936,77.60935225995
83,106.98145305791448,107.31973050820046,106.64317560762849,104.95580938500916,105.26535987700026,104.64625889301806,91.41209365486262,91.69222222194453,91.1319650877807,77.71754868761045,77.96483175841685,77.47026561680404
84,107.05205967478237,107.38274568484563,106.72137366471911,105.08841897451923,105.36802673048778,104.80881121855067,91.58606244483079,91.91599889061112,91.25612599905045,77.87238371499431,78.08009647485696,77.66467095513167
85,107.3061627930626,107.6325475826309,106.97977800349429,105.39515268324257,105.74687766140343,105.04342770508171,91.15362235604071,91.4116700347437,90.89557467733773,77.39562226854638,77.5853026993222,77.20594183777055
86,107.11729044628598,107.40762581122134,106.82695508135062,105.17022329441504,105.51506984420953,104.82537674462054,91.11733094782713,91.34956955552373,90.88509234013053,77.50174511291314,77.68054070020892,77.32294952561736
87,107.29833561900793,107.5033351905568,107.09333604745906,105.13220078677539,105.43480920718191,104.82959236636886,90.92179582771743,91.13145845024567,90.71213320518919,77.23256365389243,77.40766285893402,77.05746444885084
88,106.72219367010825,107.00719700026012,106.43719033995639,105.18619958985737,105.51472146220026,104.85767771751448,91.16907131041759,91.46576117995556,90.87238144087962,77.46382171415611,77.67893877514483,77.2487046531674
89,107.30324744509485,107.63846659873415,106.96802829145555,105.39837822533612,105.75181352085653,105.0449429298157,90.79065340814427,91.032872663741,90.54843415254753,77.36582843458893,77.71693450645861,77.01472236271925
90,107.3363566665663,107.64915000723916,107.02356332589345,105.21385191336444,105.48091780885733,104.94678601787155,91.17152565451327,91.46230484474283,90.88074646428372,77.52198367178715,77.68423416498561,77.3597331785887
91,107.1745894842624,107.40693779994639,106.9422411685784,105.16259882720055,105.4669711048866,104.85822654951451,91.21552817754443,91.64323031502593,90.78782604006292,77.66361889572963,77.85574917237948,77.47148861907978
92,106.8222688347558,107.13471571224783,106.50982195726378,104.98847936015116,105.2546819650422,104.72227675526013,90.7690335612184,91.10032722991971,90.43773989251707,77.24115362316982,77.44166398240851,77.04064326393113
93,106.6973759078483,107.11225492842405,106.28249688727254,105.1520853030054,105.55811919882024,104.74605140719058,90.96998316941651,91.33697286550745,90.60299347332557,77.50184585143879,77.7615985022683,77.24209320060928
94,106.94628013706226,107.23636645939064,106.65619381473388,104.73946195904223,105.08421462463852,104.39470929344594,91.1419194816182,91.42524451366354,90.85859444957286,77.70513557353858,77.9434522301859,77.46681891689127
95,107.45361878305104,107.78914146795502,107.11809609814706,104.59302847686392,104.95535698777196,104.23069996595588,91.05341545691094,91.43262898869013,90.67420192513175,77.60386891620344,77.83689386013707,77.37084397226981
96,107.2694631418514,107.54037319970317,106.99855308399964,105.1595263881067,105.5219223485481,104.7971304276653,90.69229684720642,91.24050388649292,90.14408980791993,77.51294329406022,77.74489940511995,77.28098718300049
97,107.7142914840548,107.91164457722999,107.5169383908796,104.95678671736864,105.19284063227329,104.720732802464,90.84755755079438,91.22657088227069,90.46854421931806,77.3572849831336,77.53548774125417,77.17908222501302
98,106.82791952619588,107.2013060133178,106.45453303907397,105.07183079640276,105.48046977367011,104.66319181913542,90.93425823945623,91.26589449206577,90.60262198684669,77.50075136976233,77.7442839041681,77.25721883535655
99,107.23130652974305,107.63438336049408,106.82822969899202,104.80596400633583,104.99485898576398,104.61706902690767,90.8022947457257,91.03256531794788,90.57202417350352,77.40464407414834,77.61595418476959,77.19333396352708
100,106.61537393048476,106.87774287730365,106.35300498366588,104.90357257035996,105.3060428098855,104.50110233083441,91.08637653006387,91.40779383739294,90.7649592227348,77.38238850146277,77.68713530495019,77.07764169797535
101,107.46076303121154,107.8062825728537,107.11524348956938,105.20753191023303,105.68436714335468,104.73069667711138,90.86854118665937,91.20020281677274,90.536879556546,77.23968449370008,77.3704450540803,77.10892393331986
102,106.93497396702432,107.11412885343573,106.75581908061291,104.51055915103197,104.88437057680278,104.13674772526116,90.87853374487555,91.21813311219908,90.53893437755202,77.10244508548541,77.29089695168842,76.9139932192824
103,106.74317511746092,107.01422610999813,106.47212412492371,104.82483545341549,105.18406628576057,104.46560462107041,90.31969793827133,90.6612752159172,89.97812066062546,77.23823405354929,77.54614105250326,76.93032705459532
104,106.77807644239265,107.08997595678841,106.46617692799688,104.81996497538043,105.20239707642732,104.43753287433354,90.78512464284907,91.15175650280581,90.41849278289233,77.27785682676948,77.41493828499469,77.14077536854427
105,106.65723143992768,106.93766262503685,106.37680025481852,104.81319938946315,105.13681147232765,104.48958730659865,90.58545487169862,90.86287070729973,90.3080390360975,77.57754133975487,77.81715596801727,77.33792671149247
106,106.86392016930711,107.18407272113842,106.5437676174758,105.57583486084897,105.80633061277265,105.34533910892529,90.83747230467227,91.1023870131324,90.57255759621215,77.65244603918958,77.8499367987033,77.45495527967587
107,106.01550524823433,106.30025960090651,105.73075089556215,104.83025093821884,105.10019110716645,104.56031076927123,91.22077409150134,91.53232293075811,90.90922525224457,77.74569235529081,77.94941846741493,77.5419662431667
108,106.94346092738496,107.22542863447991,106.66149322029001,104.96254431816874,105.17454510937274,104.75054352696473,90.91188453747867,91.24095916743512,90.58280990752222,77.72480398841941,77.92519500756845,77.52441296927037
109,106.88251048704379,107.16637198471372,106.59864898937386,105.09732683354439,105.54715197767916,104.64750168940961,90.19000346675423,90.42450777976262,89.95549915374585,77.36290417210867,77.61923675711489,77.10657158710245
110,106.57096137965773,106.85755761915058,106.28436514016488,104.90653457658941,105.24499462201409,104.56807453116473,90.85765044483898,91.08663043434947,90.62867045532849,77.75284631345062,77.98456621413776,77.52112641276348
111,106.8396638819258,107.24232072292367,106.43700704092794,105.14720215918783,105.70766762019177,104.58673669818388,90.709340846054,91.07369368132176,90.34498801078625,77.60813574182627,77.80835695238362,77.40791453126893
112,107.09252746259767,107.42767315179881,106.75738177339653,104.9093363230244,105.33731058431981,104.481362061729,90.75046377239934,91.145964599523,90.35496294527569,77.20315787726949,77.42335397674107,76.98296177779791
113,106.9463833585487,107.28480587985392,106.60796083724348,104.39032769949024,104.61332611066749,104.167329288313,91.12539756699748,91.46085173418452,90.78994339981044,77.46457797893255,77.72896799391064,77.20018796395446
114,106.3818907044998,106.68318936584527,106.08059204315433,104.43955497945578,104.74187494825803,104.13723501065353,90.78214603408001,91.04464943368552,90.51964263447451,77.31454718729927,77.54514129152855,77.08395308306999
115,106.69547498422885,107.10866919627995,106.28228077217776,104.46867422230473,104.87375281637541,104.06359562823404,90.988274165421,91.23869408476767,90.73785424607433,77.23450403415927,77.44125086510988,77.02775720320867
116,106.55074672451067,106.89874657598416,106.20274687303719,104.32911046931729,104.85095492341918,103.80726601521539,90.73097956715799,90.95048109555519,90.51147803876079,77.77511402356852,77.99715807412909,77.55306997300795
117,106.55254835907735,106.96390614104322,106.14119057711147,104.44951640384288,104.88139646709642,104.01763634058933,90.71482541065207,91.08023550843818,90.34941531286596,77.83085206145401,78.03614910874644,77.62555501416158
118,106.29488002075223,106.57262605266722,106.01713398883724,104.8494539159861,105.26286289902123,104.43604493295098,90.81158413788954,91.11128600049315,90.51188227528593,77.41012631327294,77.5853998104595,77.23485281608637
119,106.36476132706976,106.74834485948271,105.9811777946568,104.42434925737822,104.75583652350522,104.09286199125123,90.57156531006817,90.92437964342069,90.21875097671564,77.43852141003313,77.71417580003086,77.1628670200354
120,106.54537894838725,106.78997371738646,106.30078417938805,104.56580102083751,104.77186786263128,104.35973417904374,90.65519389766791,90.93761894114095,90.37276885419487,77.29892791570376,77.57676910535542,77.02108672605209
121,106.529088097994,107.02034415642427,106.03783203956374,104.66514459223609,105.08804777984525,104.24224140462692,90.54182785100468,90.75739648662422,90.32625921538515,77.47432835820095,77.72668226606773,77.22197445033417
122,106.79104635708313,107.20509125415583,106.37700146001043,104.75583001128776,105.06698342303376,104.44467659954175,90.7157078531183,90.90569967911318,90.52571602712342,77.4709325713217,77.74017219598151,77.20169294666188
123,106.6304616469428,107.00812017370335,106.25280312018226,104.60078345582731,104.91412521169255,104.28744169996207,90.86159089287938,91.14032629636,90.58285548939875,77.21186200123823,77.41026968517458,77.01345431730188
124,106.67568712695311,107.06975887213454,106.28161538177167,103.9231240911198,104.24446575527516,103.60178242696445,91.20510109132397,91.58812003597598,90.82208214667196,77.33060517160916,77.54737251137217,77.11383783184615
125,106.74363638072457,107.22017689428895,106.26709586716018,105.02853094190375,105.4666543734086,104.5904075103989,91.00414813924483,91.2408168923525,90.76747938613717,77.5488230257478,77.80399893010046,77.29364712139513
126,106.71141605782245,107.12258587039153,106.30024624525336,104.21033315273368,104.76108407242475,103.65958223304261,90.78431562395386,91.03436793239337,90.53426331551435,77.02172297535606,77.29962935569904,76.74381659501307
127,106.40184369925574,106.76871863222634,106.03496876628513,104.47706412478738,104.83261934946937,104.12150890010538,90.81094119623711,91.10975784260347,90.51212454987075,77.41365205678582,77.72381243342015,77.10349168015149
128,106.49332057124757,106.89086465699627,106.09577648549886,104.37969657743204,104.66610816599764,104.09328498886644,90.4845559879491,90.68993607405183,90.27917590184636,77.34158495659575,77.60430576356264,77.07886414962887
129,107.05653167737577,107.5590298426788,106.55403351207275,105.05391368931328,105.33094986620604,104.77687751242051,90.86821998253016,91.25041320089025,90.48602676417008,77.4595905095355,77.61405244859169,77.30512857047931
130,106.81951308388773,107.14925342712493,106.48977274065052,105.14460462039058,105.54314466747059,104.74606457331058,90.7471176370501,91.12364179544322,90.37059347865697,77.13019684570541,77.3921208428728,76.86827284853803
131,106.55367607056276,106.80739972621367,106.29995241491184,104.68965614969629,104.95656350177207,104.42274879762051,90.47040227138085,90.71296430823024,90.22784023453146,77.22004288076025,77.41029606818324,77.02978969333725
132,107.20928013230471,107.51978931711162,106.89877094749781,104.70452789050319,105.09180370025467,104.3172520807517,90.7933507321356,91.07913794432406,90.50756351994713,77.22536076928893,77.43825332893933,77.01246820963853
133,106.47017717508422,106.73029842875104,106.21005592141739,104.7731006868997,105.21331999818639,104.332881375613,91.13092762583172,91.4575770155457,90.80427823611774,77.16683702952137,77.38514764050794,76.94852641853481
134,106.41579771591967,106.78063319862746,106.05096223321188,104.25821676386688,104.53060130613477,103.985832221599,90.56815651655073,90.83477300975223,90.30154002334923,77.14139445213911,77.45317255508749,76.82961634919073
135,106.60105452923574,107.0090540913236,106.19305496714787,105.04774219125852,105.52636262531415,104.5691217572029,90.34356839707205,90.71304391731178,89.97409287683232,77.30271066994831,77.46422341098233,77.1411979289143
136,107.02349447859388,107.34889313586007,106.69809582132768,104.72235133776591,105.10455655751609,104.34014611801574,90.52968202541209,90.81512313346175,90.24424091736242,77.21087726505634,77.46157763644581,76.96017689366687
137,106.99292752812771,107.26266319387683,106.72319186237858,104.81033005516777,105.1014263251976,104.51923378513794,90.35226264597567,90.51185348810208,90.19267180384927,76.85122401340001,77.11071443441898,76.59173359238105
138,106.70308926845723,107.08163650915434,106.32454202776013,104.06327333279549,104.44577670823959,103.68076995735139,90.07300896483278,90.2993101305778,89.84670779908777,77.47199680323229,77.6263186272137,77.31767497925087
