iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9233076771100363,0.3992500305175781,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.43650637815395993,0.4385417103767395,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.38392218730101985,0.43783339858055115,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.21823797995845476,0.44970840215682983,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.31001896659533185,0.43633341789245605,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.16271787175598243,0.45112499594688416,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.17014273159050694,0.46674999594688416,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.17085976475694528,0.460541695356369,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.17868899720876166,0.4618334174156189,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10860024836923306,0.47483333945274353,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.10494981962256134,0.47729167342185974,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08672835398465395,0.47558337450027466,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.01932882422503705,0.4881250560283661,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.10390895547849748,0.4646250605583191,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.07892230882619818,0.4725833535194397,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.10153143903395782,0.47920840978622437,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.06027704965284405,0.4883750379085541,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.10663437406765297,0.4725833535194397,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.04037698537285905,0.49020835757255554,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.05317899760363313,0.47970837354660034,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.0656911708744398,0.486916720867157,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05446038340839247,0.48562508821487427,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.025644177866828006,0.48916661739349365,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.05061443395970855,0.48745840787887573,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.04454520280705765,0.4907083511352539,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.02056959616796424,0.4985000491142273,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.01644558898503116,0.49766668677330017,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.0594753397454042,0.48470839858055115,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.045480685471072015,0.4935000538825989,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.06744852655538125,0.48454174399375916,24,8,500,1000,0.0,5,"(3, 32, 32)",10,0.01,0.99,8,30,10
