iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.826871931552887,0.42737504839897156,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.3513939393063386,0.4805417060852051,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.22101058795427284,0.4982917308807373,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.15366653352975845,0.518916666507721,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.18568832722182074,0.5145416855812073,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1321110806117455,0.5285417437553406,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.12109818294023474,0.5232917666435242,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.07061129371868446,0.5289584398269653,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.036619017676760755,0.5422084331512451,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.04258376967239504,0.5484167337417603,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.07330789971941461,0.534583330154419,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.09141721037061264,0.5382500290870667,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.09449956899819274,0.5362917184829712,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.11416815998381935,0.5325000286102295,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.07860830430096637,0.5362083315849304,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.037319811783769787,0.5458750128746033,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.05091840557482404,0.5511250495910645,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.024075251164807316,0.5561667084693909,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.02856555035881077,0.5584583878517151,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.05031625269233094,0.5516250133514404,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04750967299332842,0.5599167346954346,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.0391178891780631,0.5566667318344116,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.004858136240121287,0.5703333616256714,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.017388285986574676,0.5629167556762695,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.017291805328568444,0.5602083206176758,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.019402442706147365,0.5629166960716248,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.02749170427705394,0.5605834126472473,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.023255135929503012,0.5617083311080933,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.0344812738718853,0.5610416531562805,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.02137432634723761,0.5612500309944153,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
