iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9394945998986562,0.38741669058799744,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.45434965938329697,0.42620834708213806,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.35031695167223614,0.42366671562194824,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.23875801699856916,0.4404999911785126,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.1753167160010586,0.4540834128856659,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.16497804294340312,0.4577084183692932,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.16645913299483558,0.4638749957084656,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.1307235483157759,0.46654173731803894,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.15939013574582836,0.46037495136260986,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10889370689013352,0.4696250855922699,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.08147236101406936,0.4632500112056732,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.15804909683841592,0.4693750739097595,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.12480337755793396,0.4763333797454834,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.0714407643051042,0.47800010442733765,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.09899824919799964,0.4726250171661377,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.07034890601062216,0.4763750731945038,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.09644584111326064,0.47308337688446045,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.11032287995719041,0.471375048160553,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.08991385935223661,0.4664583206176758,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.07969160765060224,0.4816666841506958,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.01765206874309418,0.4855416417121887,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.04704864179560294,0.4815000295639038,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.010022268632989531,0.4908750653266907,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.007774452344165184,0.49058330059051514,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.043244588101515546,0.4839167296886444,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.03542196612155143,0.48608335852622986,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.029009547935856972,0.48583337664604187,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.01779255111614475,0.4892083406448364,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.04451454073083975,0.48583337664604187,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03574441311017532,0.4885833263397217,24,24,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
