iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9330076277256012,0.38345834612846375,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4187203962355852,0.41175004839897156,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2760858745314181,0.43020838499069214,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.22356577077880502,0.4361667335033417,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.24755108496174216,0.44749999046325684,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.23912224103696644,0.44491666555404663,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.18932960803310075,0.44833338260650635,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14427406748291105,0.4554583728313446,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08075485917894791,0.45875000953674316,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.09664087711522977,0.4574583172798157,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.12096169899450615,0.4563750624656677,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.09894072807704409,0.4647917151451111,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.09331825674356271,0.4623750150203705,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.0376634433438691,0.47675007581710815,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.040879827429307625,0.4693750739097595,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.05549362196567623,0.4722916781902313,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.04098946370262032,0.47312507033348083,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.04897906933911145,0.4700833261013031,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.03716367644180233,0.4779166877269745,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.07852632267652855,0.4647083878517151,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.038737637805752456,0.4769584536552429,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.040137598504467555,0.4736250042915344,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.048982934890470155,0.48304176330566406,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.0433982671238482,0.4785834550857544,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.01655645483697299,0.48633337020874023,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.03610644598666113,0.4836667478084564,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.04804534840756484,0.47775012254714966,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.025407737729741104,0.4765417277812958,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.017067275737645105,0.4803333282470703,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.019692078759059466,0.4830000102519989,24,24,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
