iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.7046688571572304,0.4603365659713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.3035854237775008,0.4911859929561615,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.18254775243500868,0.5076122283935547,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.10716425953432918,0.5198317766189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.11084696549611787,0.5219351053237915,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.07495536596979946,0.5287460088729858,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.06776918614438425,0.5327523946762085,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.08115110693809886,0.5413662195205688,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.07072459706493343,0.5518831610679626,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.0413831381398874,0.5519832372665405,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.025995754753239453,0.55078125,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.030680701854483534,0.5597957372665405,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.02058971448180576,0.5608975291252136,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.02839769859565422,0.5630008578300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.035389441288619615,0.5631009936332703,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.00867292080753638,0.5657051801681519,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.018167759815696627,0.5674079656600952,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.013495913823135197,0.5654046535491943,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.017461374794947915,0.5694111585617065,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.023060043318158325,0.5716146230697632,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.019704787865824375,0.5711138248443604,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.012399906675758151,0.5779247879981995,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.008179525364539586,0.5708133578300476,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.014911879453090174,0.5754207372665405,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.019715336449735332,0.5752204060554504,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.00560690639152502,0.5765224099159241,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.007688428343196089,0.575721263885498,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.010847294911703406,0.5821315050125122,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.006868939868581947,0.58203125,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.007062323352632423,0.5818309783935547,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
