iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8270072440306345,0.4200417399406433,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.35074653786917526,0.4710833430290222,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.22525512613356113,0.49699997901916504,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.17965363571420312,0.5072500705718994,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.15624365489929914,0.5207083225250244,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1454617235964785,0.5136667490005493,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.12752652641696235,0.5223333835601807,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.15406042933076,0.5242084264755249,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.040571695348868765,0.5414167046546936,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.07519645207018281,0.5342084169387817,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.11855747934896499,0.5248750448226929,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.06843962403945625,0.5428749322891235,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.047556399571476504,0.5415416955947876,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.05285561601825369,0.5449582934379578,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.023111870444457356,0.5518333911895752,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.06642012805483925,0.5504167079925537,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.047701853322602496,0.5524584054946899,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06188326823272897,0.5532500147819519,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.014102240859453255,0.5607082843780518,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.11031021422725946,0.5327500104904175,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.05578831192785098,0.549583375453949,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.04762369116360787,0.5513333678245544,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.033132494698899485,0.5581250190734863,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.02254493848886341,0.5607083439826965,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.0034960913471877575,0.5674166679382324,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.03033017356938217,0.5593750476837158,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.11062688259456384,0.5382084250450134,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03339681267971173,0.5521250367164612,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.009919216070557013,0.5627917647361755,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.05440994530363241,0.5568750500679016,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
