iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.803359275062879,0.43291670083999634,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.364984342828393,0.46683332324028015,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.33982921081284684,0.4726250171661377,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.1988529454295834,0.5049166679382324,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.2008725294532875,0.5028750896453857,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.14416301479407898,0.5136250257492065,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.08712997442732255,0.5277084112167358,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.15191017498727888,0.518666684627533,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09512249642284587,0.5332083702087402,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.06636000232538208,0.5347500443458557,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.1018834436351123,0.531083345413208,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.04767086105615211,0.546500027179718,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.057887657962661855,0.5450416803359985,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.05155814657337032,0.5490000247955322,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.0461194280651398,0.5463750958442688,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.0840181421469121,0.5400000810623169,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.02539551567557889,0.5555000305175781,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.015540550584167553,0.5623749494552612,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.023383981169899926,0.5624167919158936,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.046249737012355276,0.5588750839233398,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.018686833825389233,0.5577083826065063,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05036917184285509,0.5562916994094849,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.04711674935242627,0.5543333292007446,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.017097354187474895,0.5590416193008423,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.029852228103360783,0.5566667914390564,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.019710176340595353,0.562208354473114,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.047145017163226534,0.5588333606719971,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.05105276618754336,0.5555000305175781,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.004504757225125407,0.5696250200271606,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.0323288443517716,0.562000036239624,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.01,0.99,8,30,10
