iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9499038681387901,0.3881250321865082,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4464250709861517,0.4271667003631592,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.31662170713146526,0.4336667060852051,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.27818913913021487,0.44320839643478394,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.18767442624084651,0.4500000476837158,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.14490955606258163,0.4530417323112488,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.18628701144674173,0.45237502455711365,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.10736651322804391,0.45633333921432495,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.10815212126666059,0.46000009775161743,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.11233860991584758,0.46266669034957886,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.11620693232786532,0.4595833718776703,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.1021947773018231,0.46112507581710815,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.06501352173897128,0.47054165601730347,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.08694852747915623,0.4676666855812073,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.11121183916111477,0.4590000808238983,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.08662576425316122,0.4682917296886444,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.0569105585940027,0.47454172372817993,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.07237138203345239,0.4765416979789734,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.09329563991438287,0.463458389043808,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.021113634371431544,0.4737500548362732,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.0806521249517876,0.46674999594688416,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.05488932190443544,0.4727499485015869,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03163463623786811,0.48612508177757263,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.05333605278186345,0.48087507486343384,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.020360119456502918,0.48108339309692383,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.05237518973687353,0.48095834255218506,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.055376295546011534,0.4858750104904175,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.039096676501988746,0.48333340883255005,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.02155636055249488,0.4798334240913391,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.035943626525598425,0.4819166660308838,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.01,0.99,8,30,10
