iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8026437113682429,0.43283337354660034,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.39381510640184086,0.4696250557899475,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2804349210734169,0.48512503504753113,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.23338304475570718,0.47737497091293335,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.158874950138852,0.4908750653266907,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.15659922539877394,0.4970417022705078,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.13160076977995536,0.5043751001358032,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.12701946306818476,0.5166666507720947,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.10648321143041055,0.5157500505447388,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.09127304619566227,0.5249583721160889,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.08165988956655686,0.5322917699813843,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.06456125010542262,0.5346249938011169,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.05496077938005328,0.5370833277702332,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.016207718523219228,0.5431666970252991,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.05083168282484015,0.533750057220459,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.08547400543951274,0.5368750095367432,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.03908436252580335,0.5461249947547913,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.055825230175590455,0.5422916412353516,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.045787351230198205,0.5491666793823242,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.06600041552155744,0.5432500243186951,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.029291630708030425,0.5512500405311584,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.012631006888113916,0.5563334226608276,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.018178218524553813,0.5540000200271606,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.009971954731251268,0.5622498989105225,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.043354435236930534,0.549166738986969,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.052895095092632495,0.5483334064483643,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.06798524360783631,0.5453750491142273,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03005938051501289,0.5580833554267883,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.030984001508234844,0.5550417304039001,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.007420748360649061,0.5586667060852051,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.01,0.99,8,30,10
