iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9078672577937444,0.4030833840370178,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.48419423773884773,0.4265833795070648,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3249054920549194,0.45145830512046814,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.30137166163573664,0.4505417048931122,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.200779068749398,0.45729172229766846,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.19011734790789583,0.46795839071273804,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.19147982192225754,0.46391674876213074,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.10345062159467489,0.47454172372817993,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08588665859618534,0.4777084290981293,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10259066242724657,0.47695833444595337,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.10251302939529221,0.47183340787887573,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08689751763207217,0.48245835304260254,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.046017588048319645,0.4931250214576721,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.10298479934378217,0.4779583215713501,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.0540123033861164,0.4886249899864197,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.07968947697857705,0.48633334040641785,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.05121379828779027,0.486958384513855,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06988764228784324,0.48529165983200073,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.053070997232377216,0.48475003242492676,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.07752553985240714,0.4779167175292969,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.040274643829131186,0.49116671085357666,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.062248664602520876,0.49158331751823425,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.04003515450070457,0.494625061750412,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.034188287065868884,0.4932500123977661,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.022873235114578467,0.4988333582878113,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.08743210806763575,0.4859583079814911,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.054424841286769755,0.4905416965484619,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.013006295174515495,0.5017917156219482,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.02164144039124949,0.4972083270549774,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.024671049451474875,0.49904167652130127,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
