iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9481314172347387,0.43733343482017517,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.4799279533326626,0.4619584083557129,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.2986535516877969,0.47004175186157227,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.24261711599926153,0.4857916831970215,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.2432062989100814,0.48216670751571655,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.17629032380258045,0.49266669154167175,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.2055700315783421,0.4893333315849304,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.13961546883607903,0.4988750219345093,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.12640322806934515,0.49745839834213257,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.08859551806623737,0.4987500309944153,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.06299514036315183,0.5011667013168335,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.07076529797632247,0.5050416588783264,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.053331579392155014,0.5057083964347839,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.07096811180235818,0.49262499809265137,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.03416322761525711,0.5026668310165405,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.04807635569401706,0.49808332324028015,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.03750611802873512,0.5056250095367432,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.047700589386901505,0.4986666440963745,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.03478463845870768,0.5047083497047424,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.021338557902102668,0.5021250247955322,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.02683563285972923,0.500333309173584,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.022415498358896002,0.49958336353302,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.017084392845087375,0.5025833249092102,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.017600065116615344,0.5017917156219482,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.024895794194890186,0.5054583549499512,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.01803120763118689,0.5049583911895752,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.012503882414118076,0.502125084400177,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.01620187918888405,0.5036250352859497,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.0136132097444109,0.5057500600814819,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.014364187964626277,0.502416729927063,24,4,500,1000,60.0,1,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
