iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9234190657734871,0.4294166564941406,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.5065154867867628,0.44450005888938904,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.37084997942050296,0.45962509512901306,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.2787223048508167,0.4646666944026947,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.24610222255190214,0.4737917184829712,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.200462999753654,0.47800010442733765,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.17295151545355716,0.4827917218208313,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.17577422006676593,0.4856666922569275,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.12752613999570409,0.48616668581962585,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.10779385392864545,0.4902917742729187,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.09322459576651454,0.4984166622161865,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.10096535536771019,0.4907916784286499,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.0868000000094374,0.4884999990463257,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.06814748863689601,0.4961666464805603,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.08126472293709715,0.4929583668708801,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.08160052006132901,0.4967917203903198,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.07474864445005854,0.48983335494995117,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.06708832655567676,0.49629172682762146,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.05552796538298329,0.49554169178009033,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.07021061036114891,0.49166667461395264,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.052076325519010425,0.4905416667461395,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.04322893494584908,0.4915834367275238,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.035712114496467016,0.49741673469543457,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.033606819536847375,0.4959583878517151,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.03797555747829998,0.49370843172073364,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.03707707471524676,0.49137505888938904,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.02873473792957763,0.4984583556652069,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.030626169541695464,0.4981667399406433,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.03621120131962622,0.494291752576828,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.021603196354893345,0.4962500035762787,24,4,500,1000,45.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
