iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8887712607781092,0.4437917172908783,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.46051627521713573,0.4622917175292969,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.3085111031929652,0.47874999046325684,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.24271243562301,0.49262505769729614,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.16213239698360363,0.4986249804496765,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.1438676657465597,0.49920839071273804,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.11687274191838999,0.5027084350585938,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.09436174319125712,0.5028749704360962,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.09620184917002916,0.5100001096725464,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.0708533920502911,0.5133334398269653,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.0700386253496011,0.5093750357627869,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.040545879785592355,0.5173333883285522,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.03126135061029345,0.5223750472068787,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.04197706823470071,0.517750084400177,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.046684776432812214,0.5163334608078003,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.0428705756397297,0.517875075340271,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.026019090262707323,0.5125417113304138,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.03234328251952926,0.5117083787918091,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.024534764651131507,0.5207500457763672,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.05217072064988315,0.5115000605583191,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.02732082439858156,0.518125057220459,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.03581873653456569,0.5142083168029785,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.018523091333918273,0.5206249952316284,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.017705746615926426,0.5129584074020386,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.013283205693975711,0.5142083168029785,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.02353456620767247,0.5141251087188721,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.019269590489178274,0.5144166946411133,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.009531331733645251,0.5144166350364685,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.01830449915723875,0.514500081539154,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.010850816470338032,0.5084583759307861,24,4,500,1000,15.0,3,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
