iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8712340419491132,0.4336249828338623,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.48696408917506534,0.4503750503063202,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.3588283136487007,0.4643333852291107,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.2634202241897583,0.47695839405059814,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.23258822256078324,0.4790416955947876,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.15702049899846315,0.49154162406921387,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.1268307330707709,0.49233338236808777,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.1509074120161434,0.494708389043808,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.10306329435358445,0.5016667246818542,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.07850194520627458,0.5022916793823242,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.08580420856984954,0.5041667222976685,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.09295786746467154,0.5015417337417603,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.07964912266470492,0.49925002455711365,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.06274449181122084,0.5052917003631592,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.0887262113392353,0.5023750066757202,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.05876692089562615,0.5088333487510681,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.07206746167503297,0.5011250376701355,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.05990714944588641,0.5065833926200867,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.04583160971136143,0.5080417394638062,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.0492335311913242,0.5079166889190674,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.04409907067505022,0.5017500519752502,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.04033507984907677,0.5047083497047424,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.036387206598495446,0.5035001039505005,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.030793008976615965,0.5054583549499512,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.03627523696438099,0.503000020980835,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.03213248178750897,0.5050417184829712,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.02106411401958515,0.5140833854675293,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.021013527022053797,0.5062083601951599,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.04274434322724119,0.4969167113304138,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.018034446033804368,0.5049999952316284,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
