iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9217728525400162,0.43279168009757996,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
1,0.5066611940662066,0.445000022649765,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
2,0.38871954940259457,0.46116670966148376,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
3,0.29009593930095434,0.4651249647140503,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
4,0.23028787101308504,0.4680834412574768,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
5,0.18188456756373247,0.47654175758361816,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
6,0.19293304656942686,0.4742916524410248,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
7,0.1250361311249435,0.48041674494743347,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
8,0.13567873106027642,0.48075005412101746,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
9,0.10367599626382192,0.4824584126472473,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
10,0.10128572552154462,0.4890000522136688,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
11,0.0841055305985113,0.49437499046325684,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
12,0.08461741963401437,0.4919166564941406,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
13,0.07405662133047979,0.49258336424827576,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
14,0.06274072173982859,0.4911666512489319,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
15,0.07716093158038954,0.48908334970474243,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
16,0.058660768515740834,0.49504169821739197,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
17,0.05046977894380689,0.4958333373069763,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
18,0.04720344922194878,0.49095839262008667,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
19,0.045306305323416986,0.4983750283718109,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
20,0.0464055089202399,0.49375006556510925,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
21,0.04183065072478106,0.4930834174156189,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
22,0.04414786406171819,0.49654167890548706,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
23,0.030499642288001876,0.49241670966148376,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
24,0.03760527353733778,0.49208343029022217,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
25,0.028000566468108445,0.49420833587646484,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
26,0.027519323979504406,0.49666672945022583,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
27,0.02210974640911445,0.49770838022232056,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
28,0.02067660930333659,0.49283337593078613,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
29,0.022272900290166337,0.49125003814697266,24,4,500,1000,60.0,7,"(3, 32, 32)",10,0.01,0.99,8,8,reward,1.0,30,10
