iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9328933830062548,0.43983328342437744,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
1,0.5250244264801344,0.44933339953422546,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
2,0.3337106065203746,0.4683750569820404,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
3,0.277380579461654,0.47279173135757446,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
4,0.24668143192927042,0.47862502932548523,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
5,0.18657143491630754,0.48204168677330017,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
6,0.14346698811277747,0.48958343267440796,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
7,0.11107250318552057,0.49391674995422363,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
8,0.09899336510958771,0.4981250464916229,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
9,0.07666404370684177,0.4957916736602783,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
10,0.07302580459509045,0.500083327293396,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
11,0.08363595785340294,0.5011667013168335,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
12,0.06917806202545762,0.49983328580856323,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
13,0.054287962654295065,0.4986250102519989,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
14,0.05163801981446644,0.49662503600120544,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
15,0.04947259222778181,0.5011667013168335,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
16,0.04062968354749804,0.505500078201294,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
17,0.054523579097197704,0.49958336353302,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
18,0.033730958646629006,0.5073750615119934,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
19,0.026191814152601484,0.5079166889190674,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
20,0.018348629237152636,0.5080000162124634,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
21,0.021383829715584095,0.5069999694824219,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
22,0.015942353803742055,0.5046666860580444,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
23,0.019209957051013287,0.5056250095367432,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
24,0.015587845264235511,0.5053750276565552,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
25,0.016729431343264878,0.5057917833328247,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
26,0.015490528021473438,0.5092916488647461,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
27,0.010958042655450603,0.5032083988189697,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
28,0.012284169851530654,0.5033750534057617,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
29,0.016100476772408,0.5045000314712524,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.01,0.99,8,4,reward,1.0,30,10
