iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,1.7604781091213226,0.42357775568962097,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
1,1.2783333659172058,0.5190305113792419,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
2,1.1570058266321819,0.5473759174346924,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
3,1.0419816250602405,0.5806290507316589,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
4,0.9521070395906767,0.6004607677459717,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
5,0.9099527175227801,0.6024640202522278,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
6,0.8456648737192154,0.6162862181663513,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
7,0.7906528487801552,0.6267027854919434,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
8,0.734739676117897,0.6356170177459717,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
9,0.7075037385026614,0.6382212042808533,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
10,0.6627444302042326,0.6442307233810425,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
11,0.622251162926356,0.649038553237915,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
12,0.6078759133815765,0.6475360989570618,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
13,0.56455222889781,0.6562500596046448,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
14,0.537798589716355,0.65625,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
15,0.5097602729996046,0.6622596979141235,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
16,0.4906298828621705,0.660757303237915,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
17,0.46311452239751816,0.6656651496887207,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
18,0.441767534861962,0.6654647588729858,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
19,0.419344221552213,0.6676682829856873,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
20,0.3965553243954976,0.6705729365348816,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
21,0.38080283502737683,0.669771671295166,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
22,0.35993418966730434,0.6702724695205688,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
23,0.3407519944012165,0.671875,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
24,0.32442961633205414,0.673377513885498,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
25,0.3082125720878442,0.6755809783935547,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
26,0.29427830316126347,0.6752805113792419,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
27,0.2805339843034744,0.6767828464508057,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
28,0.26650748774409294,0.6776843070983887,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
29,0.2525990257660548,0.677984893321991,24,1,500,1000,1,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
