iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,1.9902796099583309,0.2799479365348816,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
1,1.7976569682359695,0.3404446840286255,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
2,1.6431339184443157,0.3908253610134125,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
3,1.535021682580312,0.41856974363327026,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
4,1.4381823043028514,0.45082128047943115,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
5,1.4008737653493881,0.4570313096046448,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
6,1.3165452033281326,0.47846555709838867,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
7,1.293441394964854,0.48157060146331787,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
8,1.2097251762946446,0.5061098337173462,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
9,1.1859270532925923,0.5074118375778198,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
10,1.1106183504064877,0.5275442004203796,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
11,1.0773432080944378,0.5298478603363037,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
12,1.0505612740914028,0.5335538387298584,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
13,1.0046554679671924,0.5419672727584839,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
14,0.9703424970308939,0.547476053237915,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
15,0.9430472354094187,0.5539864301681519,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
16,0.9140875339508057,0.5568910837173462,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
17,0.8933338945110639,0.5601963400840759,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
18,0.8635782400767008,0.566105842590332,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
19,0.8419785226384798,0.565805196762085,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
20,0.8099585945407549,0.5717148184776306,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
21,0.7826970592141151,0.575120210647583,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
22,0.7760497679313024,0.5741186141967773,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
23,0.745043620467186,0.5792268514633179,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
24,0.7339786266287168,0.579627513885498,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
25,0.7192531997958819,0.5821315050125122,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
26,0.7090790321429571,0.5825320482254028,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
27,0.6913233449061712,0.5846354365348816,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
28,0.6782038460175196,0.5840345621109009,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
29,0.6627115458250046,0.5858373641967773,24,1,500,1000,0,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
