iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,1.587770089507103,0.46284061670303345,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
1,1.1964192539453506,0.5380609631538391,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
2,1.0797187983989716,0.5689102411270142,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
3,0.9935313314199448,0.5951523184776306,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
4,0.9324941039085388,0.6093750596046448,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
5,0.870351180434227,0.6222957372665405,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
6,0.8248326256871223,0.6318110227584839,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
7,0.7564463391900063,0.6384214758872986,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
8,0.7202530577778816,0.6435297131538391,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
9,0.674133817354838,0.649338960647583,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
10,0.6349171573917071,0.6555489897727966,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
11,0.5991823126872381,0.6599559783935547,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
12,0.5677562380830447,0.6635617017745972,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
13,0.5370633589724699,0.666766881942749,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
14,0.5092982538044453,0.6686698794364929,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
15,0.48328952118754387,0.6716747283935547,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
16,0.4484148696064949,0.6741787195205688,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
17,0.4261066218217214,0.6756811141967773,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
18,0.40250368664662045,0.6756811141967773,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
19,0.3816693847378095,0.6777844429016113,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
20,0.3616948624451955,0.6785857677459717,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
21,0.33931397770841915,0.679787814617157,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
22,0.3187304387489955,0.6820914149284363,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
23,0.3011245957265298,0.6833934187889099,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
24,0.2835860817382733,0.6821915507316589,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
25,0.26813621694842976,0.6844951510429382,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
26,0.2524672653526068,0.6863982677459717,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
27,0.23765672805408636,0.6859976649284363,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
28,0.22616797251005968,0.6865986585617065,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
29,0.21019153855741024,0.6877004504203796,24,1,500,1000,2,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,3
