iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,1.9332256416479747,0.32470840215682983,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
1,1.6546342074871063,0.3736250102519989,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
2,1.5394682536522548,0.41204166412353516,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
3,1.448423410455386,0.4259583353996277,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
4,1.3207223862409592,0.45233339071273804,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
5,1.183564692735672,0.484041690826416,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
6,1.1591289366285007,0.48229169845581055,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
7,1.0951687395572662,0.491625040769577,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
8,1.0435250500837963,0.4960000514984131,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
9,0.9906505023439726,0.5013749599456787,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
10,0.9186686178048452,0.5150833129882812,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
11,0.8676291157801946,0.5225417613983154,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
12,0.8637475247184435,0.5171250104904175,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
13,0.8090243563055992,0.5248750448226929,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
14,0.7540645798047384,0.534083366394043,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
15,0.7319102138280869,0.5327082872390747,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
16,0.7008868778745333,0.5339584350585938,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
17,0.6697482094168663,0.5364583134651184,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
18,0.6479311250150204,0.5370417237281799,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
19,0.6111034204562505,0.5409166812896729,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
20,0.5791170286635557,0.5432083606719971,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
21,0.5582598236699899,0.543874979019165,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
22,0.5380021333694458,0.5426666736602783,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
23,0.514578253030777,0.5459583401679993,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
24,0.4949430413544178,0.5466667413711548,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
25,0.46974438925584155,0.5477499961853027,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
26,0.44377079233527184,0.549083411693573,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
27,0.43118059759338695,0.550041675567627,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
28,0.4181306871275107,0.5482083559036255,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
29,0.39363857358694077,0.5512501001358032,24,3,500,1000,9,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,2
