iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,2.175045450528463,0.2148333638906479,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
1,2.1958946684996286,0.24962501227855682,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
2,2.108175297578176,0.2624583840370178,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
3,1.9598547518253326,0.3002500534057617,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
4,1.9101555198431015,0.299583375453949,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
5,1.8770355433225632,0.31020835041999817,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
6,1.7780787547429402,0.32608333230018616,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
7,1.6679065078496933,0.3460000455379486,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
8,1.6423260321219761,0.35054171085357666,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
9,1.595643515388171,0.35600003600120544,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
10,1.5130336433649063,0.3709166944026947,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
11,1.5074912756681442,0.3707083463668823,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
12,1.4276557018359501,0.3853750228881836,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
13,1.4108297775189083,0.3842083811759949,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
14,1.3057604481776555,0.4090000092983246,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
15,1.3107943385839462,0.40291672945022583,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
16,1.2742442687352498,0.4097917079925537,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
17,1.246441255013148,0.4107501208782196,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
18,1.2124905039866765,0.41716668009757996,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
19,1.1868898471196492,0.4194999635219574,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
20,1.1507540494203568,0.42620834708213806,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
21,1.135975956916809,0.4267500340938568,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
22,1.1021279444297154,0.4321666955947876,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
23,1.068878136575222,0.4364999532699585,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
24,1.0604316294193268,0.4358749985694885,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
25,1.027052380144596,0.4407917261123657,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
26,1.0090137620766957,0.4413750171661377,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
27,0.9867428541183472,0.4434584081172943,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
28,0.9681977207461993,0.4453749656677246,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
29,0.9468639815847079,0.44737502932548523,24,3,500,1000,8,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,1
