iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local,algo_mu,algo_bn_calibration
0,1.8129888027906418,0.36137503385543823,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
1,1.534123996893565,0.4125000238418579,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
2,1.441339169939359,0.43500006198883057,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
3,1.3480240205923717,0.45833343267440796,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
4,1.2290882517894108,0.4852916896343231,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
5,1.1677549729744594,0.49524998664855957,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
6,1.1157400930921237,0.5031667351722717,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
7,1.0391034384568532,0.5141667127609253,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
8,0.990852969388167,0.5208749771118164,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
9,0.9450419967373213,0.5243750214576721,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
10,0.8921515097220739,0.5316667556762695,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
11,0.8387324710687002,0.5349583625793457,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
12,0.7964422926306725,0.5406250357627869,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
13,0.7597227245569229,0.5430001020431519,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
14,0.7190216854214668,0.5461667776107788,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
15,0.6756365473071734,0.5528749823570251,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
16,0.6468777656555176,0.5535833835601807,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
17,0.6204628944396973,0.5547083616256714,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
18,0.5932144125302633,0.5563333034515381,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
19,0.5582392352322737,0.5577083826065063,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
20,0.527633269627889,0.5589166879653931,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
21,0.5018820961316427,0.5601250529289246,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
22,0.4761735883851846,0.561833381652832,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
23,0.4590217148264249,0.5618751049041748,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
24,0.43052177006999653,0.5639166831970215,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
25,0.4088680297136307,0.562666654586792,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
26,0.3911948427557945,0.5626667141914368,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
27,0.368793610483408,0.5640833973884583,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
28,0.3532067680110534,0.5659167766571045,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
29,0.3307019794980685,0.5660001039505005,24,3,500,1000,11,"(3, 32, 32)",10,0.03,0.99,23,30,10,0.01,4
