iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,62.292305,80.12104034423828,8.066963195800781,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
1,41.51487,65.63428497314453,6.6171956062316895,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
2,28.79736,55.352020263671875,5.585629940032959,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
3,20.734259,47.66608810424805,4.812955856323242,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
4,15.389149,41.776371002197266,4.217159748077393,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
5,11.771227,37.010780334472656,3.735499382019043,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
6,9.2035055,33.047359466552734,3.334613084793091,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
7,7.3555655,29.875436782836914,3.012739419937134,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
8,5.9962564,27.097766876220703,2.730778217315674,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
9,4.9542823,24.684410095214844,2.4846041202545166,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
10,4.1438246,22.616182327270508,2.274644613265991,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
11,3.5028458,20.80924415588379,2.09000563621521,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
12,2.9878027,19.170019149780273,1.9220609664916992,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
13,2.5769918,17.74687957763672,1.7763326168060303,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
14,2.239357,16.46962547302246,1.6449065208435059,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
15,1.9575366,15.328757286071777,1.5279059410095215,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
16,1.7234155,14.287391662597656,1.4204095602035522,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
17,1.5237659,13.331392288208008,1.3215389251708984,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
18,1.3579811,12.49919605255127,1.2354950904846191,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
19,1.216424,11.731486320495605,1.1558947563171387,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
20,1.0942204,11.008419036865234,1.0811375379562378,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
21,0.9894102,10.329111099243164,1.010656714439392,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
22,0.8986127,9.728670120239258,0.9483672380447388,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
23,0.8183824,9.168050765991211,0.8899726867675781,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
24,0.7493222,8.662525177001953,0.8373224139213562,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
25,0.68951046,8.207568168640137,0.7896002531051636,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
26,0.635569,7.784727573394775,0.7452367544174194,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
27,0.58838004,7.398755073547363,0.7048137187957764,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
28,0.54643315,7.021084785461426,0.665533185005188,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
29,0.5099549,6.682905673980713,0.6301008462905884,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
30,0.4783241,6.389471530914307,0.5992496609687805,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
31,0.44872802,6.118937015533447,0.5706548690795898,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
32,0.42342067,5.8714919090271,0.5443545579910278,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
33,0.39999828,5.625912189483643,0.5184902548789978,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
34,0.3788128,5.423742771148682,0.4969416558742523,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
35,0.35959995,5.207211494445801,0.4740506112575531,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
36,0.342852,5.019805431365967,0.4539501965045929,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
37,0.32723734,4.841834545135498,0.4349668025970459,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
38,0.3128482,4.673268795013428,0.41696953773498535,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
39,0.30004892,4.528704643249512,0.4015951454639435,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
40,0.28832808,4.390591144561768,0.3868120312690735,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
