iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,72.00899,85.59043884277344,8.611910820007324,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
1,54.09013,73.59648132324219,7.411342144012451,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
2,41.252647,63.979583740234375,6.450519561767578,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
3,32.03235,56.229278564453125,5.6743292808532715,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
4,25.201435,49.898075103759766,5.039422035217285,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
5,20.161064,44.728843688964844,4.519025802612305,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
6,16.329885,40.272483825683594,4.070899963378906,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
7,13.347998,36.45314025878906,3.6854159832000732,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
8,11.044214,33.21823501586914,3.35782790184021,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
9,9.232732,30.35173225402832,3.066385269165039,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
10,7.8016357,27.80122184753418,2.8078970909118652,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
11,6.6343546,25.57012176513672,2.5813746452331543,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
12,5.6914096,23.63780403137207,2.3842132091522217,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
13,4.9128075,21.87045669555664,2.2030930519104004,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
14,4.2637763,20.32628059387207,2.045041799545288,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
15,3.7286215,18.869733810424805,1.8956972360610962,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
16,3.2759929,17.575368881225586,1.762779951095581,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
17,2.8977869,16.404970169067383,1.6428859233856201,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
18,2.572208,15.303565979003906,1.5296545028686523,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
19,2.2948084,14.32594108581543,1.4295216798782349,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
20,2.0555449,13.428337097167969,1.3365691900253296,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
21,1.8468913,12.623018264770508,1.2536078691482544,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
22,1.6682293,11.849342346191406,1.1735655069351196,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
23,1.5116372,11.152341842651367,1.1013563871383667,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
24,1.3742554,10.498881340026855,1.0335382223129272,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
25,1.25192,9.892810821533203,0.9703155755996704,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
26,1.1472453,9.359442710876465,0.9148716330528259,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
27,1.0517077,8.825204849243164,0.8595075607299805,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
28,0.9681972,8.346107482910156,0.8094376921653748,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
29,0.8943168,7.906154155731201,0.7632718682289124,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
30,0.8284244,7.517239093780518,0.722116231918335,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
31,0.7691216,7.137574195861816,0.6824421882629395,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
32,0.7154193,6.7924699783325195,0.6460707783699036,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
33,0.66821,6.462464809417725,0.6113668084144592,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
