iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,91.514244,95.9777603149414,9.649320602416992,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
1,85.246864,90.64417266845703,9.117144584655762,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
2,79.56563,85.64830017089844,8.619662284851074,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
3,74.23295,80.94457244873047,8.150559425354004,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
4,69.33754,76.47872924804688,7.7044148445129395,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
5,64.76603,72.45098876953125,7.3035054206848145,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
6,60.373634,68.62495422363281,6.923185348510742,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
7,56.435757,64.98324584960938,6.558996200561523,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
8,52.7892,61.62551498413086,6.2235612869262695,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
9,49.291733,58.427188873291016,5.903133392333984,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
10,46.093502,55.31480026245117,5.590822696685791,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
11,43.131313,52.40580368041992,5.2996931076049805,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
12,40.34822,49.70029830932617,5.028697967529297,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
13,37.88581,47.168922424316406,4.775095462799072,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
14,35.416126,44.76430892944336,4.532873153686523,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
15,33.162846,42.4539794921875,4.30033540725708,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
16,31.044199,40.30374526977539,4.083556652069092,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
17,29.070948,38.210777282714844,3.8742599487304688,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
18,27.241074,36.29420471191406,3.6809298992156982,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
19,25.557158,34.51247787475586,3.5013110637664795,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
20,23.979502,32.82111740112305,3.3301706314086914,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
21,22.484503,31.20720100402832,3.1672191619873047,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
22,21.079876,29.66629981994629,3.0110697746276855,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
23,19.795183,28.3193302154541,2.8751211166381836,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
24,18.593102,26.97857093811035,2.737957239151001,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
25,17.469444,25.70896339416504,2.6085188388824463,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
26,16.41146,24.460712432861328,2.4822216033935547,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
27,15.404721,23.310850143432617,2.366067886352539,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
28,14.50336,22.252716064453125,2.258924722671509,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
29,13.627632,21.16839599609375,2.1482858657836914,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
30,12.824775,20.191606521606445,2.049424171447754,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
31,12.07284,19.24102020263672,1.9523193836212158,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
32,11.364173,18.393213272094727,1.8658432960510254,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
33,10.694979,17.525634765625,1.7770241498947144,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
34,10.062348,16.661773681640625,1.6886937618255615,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
35,9.476649,15.892365455627441,1.6095991134643555,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
36,8.930487,15.209458351135254,1.538943886756897,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
37,8.417713,14.536831855773926,1.4696757793426514,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
38,7.938048,13.840553283691406,1.3979518413543701,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
39,7.4881105,13.225119590759277,1.3344368934631348,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
40,7.0691013,12.62930679321289,1.2731072902679443,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
41,6.6679277,12.060795783996582,1.2146297693252563,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
42,6.2920327,11.532869338989258,1.159936785697937,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
43,5.9405622,11.019098281860352,1.1066503524780273,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
44,5.6158323,10.525429725646973,1.0556658506393433,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
45,5.3069515,10.01782512664795,1.0034947395324707,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
46,5.01605,9.632543563842773,0.9631481170654297,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
47,4.743465,9.188826560974121,0.9172074794769287,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
48,4.4887,8.836053848266602,0.8804348707199097,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
49,4.247608,8.46895694732666,0.8418766260147095,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
50,4.0227556,8.110017776489258,0.8045765161514282,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
51,3.8114355,7.758139133453369,0.7679264545440674,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
52,3.6147494,7.452963352203369,0.735645592212677,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
53,3.4284737,7.131117343902588,0.7020633816719055,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
54,3.2551517,6.829176425933838,0.6704878211021423,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
55,3.0933983,6.542354583740234,0.640277087688446,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
56,2.9370277,6.282873153686523,0.6127622127532959,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
57,2.7909448,6.020712852478027,0.5851914882659912,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
58,2.6497612,5.78377103805542,0.5596911907196045,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
59,2.521711,5.563537120819092,0.536247193813324,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
60,2.3984797,5.348736763000488,0.5135179162025452,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
61,2.2848153,5.138583660125732,0.49121206998825073,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
62,2.1774943,4.951915740966797,0.4709263741970062,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
63,2.0774312,4.777525901794434,0.4522068500518799,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
64,1.983387,4.5939555168151855,0.43252503871917725,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
65,1.8932892,4.44473934173584,0.41607430577278137,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
66,1.8087602,4.2905354499816895,0.39945003390312195,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
67,1.7294165,4.153338432312012,0.38443389534950256,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
68,1.6547321,4.0143022537231445,0.3693026304244995,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
69,1.5842108,3.8940820693969727,0.35607263445854187,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
70,1.5171049,3.7766406536102295,0.3432200849056244,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
71,1.4547366,3.660723924636841,0.3305819630622864,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
72,1.3955343,3.5444881916046143,0.3178696930408478,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
73,1.3383769,3.43900728225708,0.3061203062534332,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
74,1.286675,3.336662769317627,0.2949688136577606,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
75,1.2375393,3.2297728061676025,0.2833297550678253,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
76,1.1908966,3.148017644882202,0.27423858642578125,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
77,1.1467758,3.0628530979156494,0.2646934986114502,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
78,1.1049515,2.974745988845825,0.25506070256233215,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
79,1.0653018,2.891801595687866,0.24584880471229553,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
80,1.0277178,2.8107588291168213,0.23676282167434692,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
81,0.99295676,2.7362539768218994,0.22823509573936462,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
82,0.96048534,2.654893398284912,0.21902476251125336,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
83,0.9282837,2.603367567062378,0.21292385458946228,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
84,0.8976168,2.541008234024048,0.20601783692836761,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
85,0.86898243,2.4939310550689697,0.20092539489269257,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
86,0.8420833,2.4487509727478027,0.1954318732023239,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
87,0.81616616,2.4046590328216553,0.19030462205410004,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
88,0.7916686,2.358381986618042,0.18518628180027008,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
89,0.76781446,2.3030056953430176,0.17898397147655487,3,150,10,500,10,0,0,10,False,0.01,30,1500,0
