iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,61.972935,79.85181427001953,8.03685188293457,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
1,41.300236,65.54484558105469,6.605490207672119,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
2,28.6117,55.279518127441406,5.575677394866943,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
3,20.580368,47.61593246459961,4.8049421310424805,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
4,15.305791,41.72073745727539,4.211447238922119,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
5,11.727792,36.98703384399414,3.732372760772705,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
6,9.181987,33.07390213012695,3.3363091945648193,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
7,7.336261,29.840837478637695,3.008767604827881,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
8,5.9640627,27.085285186767578,2.7276973724365234,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
9,4.9244823,24.686763763427734,2.4837515354156494,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
10,4.117959,22.628379821777344,2.2738473415374756,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
11,3.4770405,20.819255828857422,2.0890679359436035,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
12,2.9640567,19.169544219970703,1.9204763174057007,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
13,2.552029,17.696434020996094,1.7692525386810303,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
14,2.21825,16.435955047607422,1.6391441822052002,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
15,1.937889,15.261284828186035,1.5192879438400269,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
16,1.7056516,14.221400260925293,1.4122384786605835,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
17,1.5127573,13.305830001831055,1.317553997039795,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
