iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,72.29871,85.26868438720703,8.582857131958008,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
1,54.271362,73.27155303955078,7.385412693023682,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
2,41.36473,63.54903030395508,6.412451267242432,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
3,32.03091,55.82212448120117,5.637492656707764,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
4,25.201,49.55791091918945,5.007782936096191,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
5,20.09859,44.30666732788086,4.478256702423096,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
6,16.244062,39.961204528808594,4.0406107902526855,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
7,13.305459,36.24726486206055,3.6642403602600098,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
8,11.02465,33.0359001159668,3.3391449451446533,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
9,9.1878195,30.206087112426758,3.0515999794006348,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
10,7.7481365,27.733369827270508,2.801182508468628,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
11,6.590568,25.504426956176758,2.5746991634368896,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
12,5.647043,23.549480438232422,2.3753714561462402,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
13,4.8691416,21.82366943359375,2.1989548206329346,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
14,4.2290144,20.254192352294922,2.0382816791534424,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
15,3.7016268,18.826282501220703,1.8920178413391113,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
16,3.2486227,17.508922576904297,1.756778359413147,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
17,2.864628,16.341894149780273,1.637173056602478,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
18,2.5433521,15.255186080932617,1.5254433155059814,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
19,2.2677815,14.270177841186523,1.4240573644638062,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
20,2.0275815,13.357054710388184,1.32969069480896,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
21,1.8228383,12.536200523376465,1.2452034950256348,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
22,1.6425533,11.760299682617188,1.1651027202606201,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
23,1.4881485,11.067788124084473,1.0936179161071777,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
24,1.3544966,10.427457809448242,1.0271731615066528,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
25,1.2352208,9.825437545776367,0.9647684097290039,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
26,1.129399,9.290448188781738,0.9082282781600952,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
27,1.0386289,8.78245735168457,0.8555535078048706,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
28,0.9561455,8.326754570007324,0.807744026184082,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
29,0.8832649,7.894281387329102,0.7624343633651733,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
30,0.8172837,7.483170986175537,0.7195277214050293,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
31,0.7596266,7.143152713775635,0.6837218403816223,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
32,0.7078501,6.795021057128906,0.6469839811325073,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
33,0.66229564,6.472636699676514,0.6131598949432373,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
34,0.621148,6.188231945037842,0.5831742286682129,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
35,0.5838987,5.914214611053467,0.5540246963500977,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
36,0.55038714,5.675689697265625,0.5283606052398682,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
37,0.52043015,5.432197570800781,0.5025953054428101,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
38,0.49262333,5.210132122039795,0.4788450598716736,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
39,0.46717444,5.002708911895752,0.4566729962825775,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
40,0.4444573,4.817788124084473,0.43708547949790955,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
41,0.42458698,4.658703804016113,0.42004069685935974,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
42,0.40560028,4.486093997955322,0.40167441964149475,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
43,0.38798305,4.330451488494873,0.3849135935306549,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
44,0.37165684,4.183528423309326,0.36897212266921997,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
45,0.35719702,4.05332088470459,0.35516393184661865,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
46,0.34339646,3.9348344802856445,0.3424231708049774,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
47,0.33109415,3.8159303665161133,0.329721063375473,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
48,0.31938437,3.704331636428833,0.3175218403339386,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
49,0.30895594,3.5924432277679443,0.30545565485954285,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
50,0.29932857,3.5001864433288574,0.2954745292663574,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
51,0.29014242,3.4167184829711914,0.2861896753311157,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
52,0.2819294,3.3260300159454346,0.2763390839099884,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
53,0.27440915,3.24922776222229,0.2679040729999542,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
54,0.2676202,3.1773998737335205,0.26011955738067627,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
55,0.26129323,3.1107022762298584,0.25272831320762634,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
56,0.2552512,3.0518338680267334,0.24615798890590668,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
57,0.24967831,2.999021291732788,0.24022752046585083,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
58,0.24439833,2.9465341567993164,0.23434454202651978,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
59,0.2395,2.8844141960144043,0.22741007804870605,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
60,0.23468724,2.83634877204895,0.22200177609920502,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
61,0.23048736,2.789963483810425,0.2167941778898239,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
62,0.22636025,2.750683546066284,0.21240974962711334,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
63,0.22276224,2.7083983421325684,0.20763231813907623,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
64,0.21903107,2.6622564792633057,0.20256876945495605,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
65,0.21570523,2.63071346282959,0.19897615909576416,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
66,0.2127272,2.589569330215454,0.1944185495376587,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
67,0.20977388,2.553889274597168,0.1905835121870041,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
68,0.20705457,2.5229580402374268,0.1870248019695282,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
69,0.2043498,2.499160051345825,0.18425264954566956,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
70,0.20185043,2.476520538330078,0.18172131478786469,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
71,0.1994341,2.4518749713897705,0.17886655032634735,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
72,0.19736433,2.4287822246551514,0.17619791626930237,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
73,0.19504336,2.416133165359497,0.17470788955688477,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
74,0.19323666,2.3878238201141357,0.17141859233379364,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
75,0.19136,2.3688416481018066,0.16927500069141388,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
76,0.18958373,2.350114583969116,0.16720156371593475,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
77,0.18788162,2.331291675567627,0.16502465307712555,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
78,0.18633519,2.3088114261627197,0.16233249008655548,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
79,0.18477097,2.290797472000122,0.16028200089931488,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
80,0.18323028,2.270202875137329,0.1579815298318863,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
81,0.18195236,2.263779640197754,0.15705792605876923,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
82,0.18065369,2.259571075439453,0.15622033178806305,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
83,0.17940873,2.248192071914673,0.15490339696407318,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
84,0.17804098,2.2319693565368652,0.1530040204524994,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
85,0.17688465,2.212007522583008,0.15060655772686005,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
86,0.17580186,2.195072650909424,0.1486857831478119,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
87,0.17511493,2.186607837677002,0.14771898090839386,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
88,0.17411382,2.1742892265319824,0.14633546769618988,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
89,0.17315249,2.1663026809692383,0.14525222778320312,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
90,0.17228475,2.15092134475708,0.14342425763607025,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
91,0.17168617,2.143620252609253,0.14269809424877167,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
92,0.17088296,2.134657859802246,0.1415064036846161,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
93,0.17010865,2.1274232864379883,0.14063654839992523,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
94,0.16926259,2.123727560043335,0.1400158703327179,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
95,0.16852687,2.1213033199310303,0.13963449001312256,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
96,0.16793264,2.1125900745391846,0.13852132856845856,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
97,0.16713314,2.108988046646118,0.13794688880443573,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
98,0.16655393,2.1010797023773193,0.1370069682598114,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
99,0.16586418,2.1037261486053467,0.13710720837116241,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
100,0.16516584,2.0990922451019287,0.13663603365421295,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
101,0.16452147,2.0896799564361572,0.13552376627922058,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
102,0.16395962,2.07936692237854,0.13432089984416962,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
103,0.16341284,2.0692086219787598,0.13313870131969452,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
104,0.16302368,2.0636370182037354,0.1323128640651703,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
105,0.16263904,2.0559871196746826,0.1313498616218567,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
106,0.16215439,2.0584332942962646,0.13146774470806122,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
107,0.16158035,2.0651724338531494,0.13206486403942108,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
108,0.16100334,2.0558829307556152,0.13112524151802063,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
109,0.16054192,2.0482900142669678,0.13016776740550995,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
110,0.1602098,2.0436017513275146,0.12966616451740265,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
111,0.15972242,2.0422866344451904,0.12936773896217346,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
112,0.15931591,2.039594888687134,0.12896797060966492,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
113,0.15900159,2.036588668823242,0.1285654604434967,3,150,10,500,10,0,0,10,False,0.01,30,1500,3
