iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R,algo_R_local
0,62.336056,79.74887084960938,8.030779838562012,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
1,41.481945,65.46720123291016,6.60228967666626,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
2,28.70305,55.0277099609375,5.5551862716674805,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
3,20.612722,47.33242416381836,4.7808685302734375,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
4,15.296311,41.367305755615234,4.179416656494141,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
5,11.665179,36.64426040649414,3.7014498710632324,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
6,9.138852,32.78145980834961,3.30977201461792,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
7,7.3088803,29.560684204101562,2.98173189163208,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
8,5.951541,26.859180450439453,2.706735610961914,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
9,4.8987355,24.507373809814453,2.4666314125061035,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
10,4.0970526,22.441255569458008,2.2563769817352295,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
11,3.464812,20.618276596069336,2.070453643798828,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
12,2.9611018,18.976730346679688,1.9025938510894775,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
13,2.5513117,17.549968719482422,1.75635826587677,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
14,2.2150493,16.284847259521484,1.6257845163345337,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
15,1.9431726,15.155526161193848,1.5095213651657104,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
16,1.7089827,14.12902545928955,1.4036509990692139,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
17,1.5111774,13.156792640686035,1.3037424087524414,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
18,1.3470924,12.305014610290527,1.2155253887176514,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
19,1.2059855,11.524218559265137,1.1347839832305908,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
20,1.0856049,10.789045333862305,1.058915376663208,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
21,0.98210084,10.183490753173828,0.9958769083023071,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
22,0.8909047,9.605515480041504,0.9359080195426941,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
23,0.8135012,9.079697608947754,0.8810139894485474,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
24,0.7459406,8.59261703491211,0.8304337859153748,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
25,0.6854118,8.129714012145996,0.7820588946342468,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
26,0.6318886,7.701482772827148,0.7371891736984253,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
27,0.58542895,7.322439193725586,0.6977342367172241,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
28,0.54459435,6.985595703125,0.6621030569076538,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
29,0.5086024,6.656839370727539,0.6273442506790161,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
30,0.47603896,6.364032745361328,0.5968459248542786,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
31,0.44790578,6.107481956481934,0.5697986483573914,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
32,0.42205778,5.8548126220703125,0.5430762767791748,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
33,0.3995511,5.618956565856934,0.5181910991668701,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
34,0.37892768,5.412365436553955,0.49623367190361023,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
35,0.3604857,5.202733993530273,0.47406139969825745,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
36,0.34347564,5.034676551818848,0.4559873938560486,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
37,0.32843456,4.871293067932129,0.4385184943675995,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
38,0.31418222,4.7049713134765625,0.4207616150379181,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
39,0.30151638,4.546775817871094,0.4039021134376526,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
40,0.28996894,4.40403938293457,0.38864511251449585,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
41,0.27965245,4.2803635597229,0.37531495094299316,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
42,0.26996258,4.150564193725586,0.3613395392894745,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
43,0.26103163,4.049408912658691,0.35022756457328796,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
44,0.25258967,3.9340226650238037,0.33772391080856323,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
45,0.24503168,3.8353471755981445,0.32694822549819946,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
46,0.23804973,3.7425150871276855,0.31695565581321716,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
47,0.23167412,3.65246844291687,0.30713194608688354,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
48,0.22577515,3.570624351501465,0.29817187786102295,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
49,0.22008823,3.495281219482422,0.28996360301971436,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
50,0.21490133,3.4297218322753906,0.28283393383026123,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
51,0.21002834,3.3572635650634766,0.2749636471271515,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
52,0.2058836,3.296044111251831,0.2682904899120331,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
53,0.20201486,3.234556198120117,0.2615830898284912,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
54,0.19826435,3.180957794189453,0.25567683577537537,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
55,0.19471245,3.1341495513916016,0.2505849003791809,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
56,0.19140296,3.0860140323638916,0.2452785223722458,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
57,0.18833442,3.0468170642852783,0.24075907468795776,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
58,0.18528195,3.000849723815918,0.23569664359092712,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
59,0.1825722,2.958648443222046,0.23100373148918152,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
60,0.1797736,2.922931671142578,0.2270275205373764,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
61,0.17734265,2.8837087154388428,0.22269092500209808,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
62,0.17509402,2.8479180335998535,0.2187633067369461,3,150,10,500,10,0,0,10,False,0.01,30,1500,5
