iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8251330355803173,0.2998332977294922,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4061267872651417,0.37054169178009033,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1717779897153378,0.3981666564941406,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.0395950451493263,0.4100833535194397,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8701658795277277,0.41975006461143494,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7900740342835585,0.4269999861717224,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6831878243635098,0.4337083697319031,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5962781281365702,0.4359999895095825,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5283444179221988,0.4388333559036255,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.4345041752094403,0.44470834732055664,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.4033252955414355,0.4448750615119934,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.3495628045250972,0.4461251199245453,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.31610136314217624,0.4474583566188812,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.27056729355050874,0.4493750333786011,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.24332758442809185,0.4489583671092987,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.20750309175734097,0.45120829343795776,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.1965791028245197,0.4520000219345093,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.16254418026073836,0.4520833492279053,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.15039891236422895,0.4528334140777588,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.12800468998223855,0.45366668701171875,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.11798975286850084,0.4524167478084564,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.10004502397108202,0.4541250169277191,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.09497204538395938,0.45429176092147827,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.07950129575328901,0.4545000493526459,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.07451817242448062,0.4517499804496765,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.06481378706424341,0.45399999618530273,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.05711752914551956,0.4555834233760834,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.05191437177321253,0.45483338832855225,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.048864473438394875,0.45475003123283386,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.04228029473839948,0.45629167556762695,24,4,500,1000,30.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
