iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.782339816292127,0.32587501406669617,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3706576426823933,0.387874960899353,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0965709226826827,0.4235000014305115,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9435934778302908,0.4361667037010193,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.804155687491099,0.44958335161209106,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6947719145876666,0.4541250169277191,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5979007834879061,0.46087509393692017,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5310756667361906,0.46308332681655884,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.463329716740797,0.4657084345817566,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.41701781617787975,0.4683334529399872,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.357184895973963,0.46883338689804077,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.3217721626084919,0.4701250493526459,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.27008570794714615,0.47295838594436646,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.24678199800352255,0.47345834970474243,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.21140335659341267,0.4742083251476288,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1938580164957481,0.4744166135787964,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.16713272978086025,0.4750833213329315,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.15281012574754035,0.47558340430259705,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.13161837090350068,0.47700005769729614,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.12164369850264241,0.47458338737487793,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.109084038772077,0.4758750796318054,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.09323975896889654,0.4767917990684509,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.0814232212336113,0.47637495398521423,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.0740617125799569,0.4765000343322754,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.06579679358401336,0.47662508487701416,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.05863941277493723,0.47691673040390015,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.05300133681157604,0.47754165530204773,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.04822338744997978,0.4759584069252014,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.043121102552201286,0.47641676664352417,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.039430117617788106,0.4775416851043701,24,4,500,1000,45.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
