iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.855591078599294,0.3049166798591614,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4312422821919124,0.38737499713897705,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.242899015545845,0.42125004529953003,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.0392196774482727,0.4440833032131195,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.886123945315679,0.455791711807251,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7750669916470846,0.46183332800865173,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.673592404772838,0.4660416841506958,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5995958571632704,0.4684167504310608,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5217616235216459,0.4712083339691162,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.4449376513560613,0.4777916669845581,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3974860645830631,0.479000061750412,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.34213737957179546,0.48120832443237305,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.30063819885253906,0.48225006461143494,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.26535406336188316,0.4831250309944153,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.22443248828252158,0.48341667652130127,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.19366041912386814,0.48600006103515625,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.17053700455774864,0.48370838165283203,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.14526469508806863,0.4884583353996277,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.12926269741728902,0.4878333508968353,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.11275075158725183,0.4851667284965515,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.09721023760115106,0.48758333921432495,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.08534251820916931,0.4879583716392517,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.07499326672405005,0.4868749976158142,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.06650651114371915,0.4866666793823242,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.06026841956190765,0.4880417287349701,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.05337588822779556,0.4877917468547821,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.047173204055676855,0.48737502098083496,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.043793689304341875,0.4863750636577606,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.03822860059638818,0.48645830154418945,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.03490949340630323,0.48716670274734497,24,4,500,1000,45.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
