iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.827341303229332,0.2915000319480896,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3061147431532543,0.39495837688446045,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1516651560862858,0.40258336067199707,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9474518994490305,0.41991668939590454,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7601007372140884,0.4351666569709778,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.701321717351675,0.43025004863739014,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5669430593649546,0.43812501430511475,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.49417677397529286,0.4401249885559082,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.41688848783572513,0.44545841217041016,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3591817549119393,0.4437500834465027,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3609172375872731,0.4407917261123657,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.26636419848849374,0.44925007224082947,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.22557455891122422,0.4490416646003723,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.20813102011258403,0.44687509536743164,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1744270484584073,0.4499167203903198,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1470942796828846,0.4508333206176758,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.14735799732928476,0.4473333954811096,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.11402409360744059,0.45004165172576904,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.10021625757993509,0.4530417323112488,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.08552491688169539,0.4517500102519989,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.07472245197277516,0.4529167413711548,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.06422452838160098,0.45258331298828125,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.058715121898179255,0.4515000283718109,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05208428857925659,0.45274996757507324,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.04572818001421789,0.4530000388622284,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.04055099105850483,0.45358332991600037,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.036283697525504977,0.45362502336502075,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03550532995723188,0.45475003123283386,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.03031159898576637,0.4545416831970215,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.027230548905208707,0.4553750455379486,24,4,500,1000,45.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
