iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7722135831912358,0.3084999918937683,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.29000307371219,0.40412503480911255,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0441464160879452,0.4324166774749756,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8831723419328531,0.44845831394195557,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.696830403059721,0.46808335185050964,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.5999570575853189,0.46883338689804077,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.502468088020881,0.4720000624656677,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.43827817651132744,0.47529178857803345,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.3657116461545229,0.47612500190734863,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.30700392182916403,0.4800833463668823,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.24261073116213083,0.48341667652130127,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.21098978072404861,0.48454171419143677,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.1643112494299809,0.4842916429042816,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.14794083700204888,0.48579174280166626,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1172171796982487,0.4871250092983246,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.09673645750929911,0.4854584336280823,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.08252856926992536,0.48750001192092896,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.06760437732251982,0.48750007152557373,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.05899516982026398,0.48658332228660583,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.04879483615513891,0.4879166781902313,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.04176020948216319,0.4894999861717224,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.04176750131106625,0.4891251027584076,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.032884425056787826,0.4877500534057617,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.028541492802711826,0.48854169249534607,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.025157959549687803,0.4884166419506073,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.0221731469888861,0.48829180002212524,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.01960520145560925,0.4877084195613861,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.017845636932179332,0.4878333508968353,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.016223279235418886,0.48900002241134644,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.014646436417630563,0.4894166886806488,24,4,500,1000,15.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
