iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7731145371993382,0.31441670656204224,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3754875833789508,0.3720000684261322,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.140732318162918,0.40279170870780945,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9265984669327736,0.42733341455459595,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8077332812050978,0.43195840716362,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6753381180266539,0.44216665625572205,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6125305692354838,0.44304168224334717,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5389372312153379,0.4411250352859497,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4496209879095356,0.44862496852874756,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.38939029816538095,0.4529583156108856,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.34743555650735897,0.45116671919822693,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2948252505933245,0.4567084014415741,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.26845062205878395,0.45712512731552124,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.24302447331137955,0.4571250379085541,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.22722156322561204,0.45708346366882324,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1843128859375914,0.4593333601951599,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.1666706765148168,0.4584999978542328,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.14956821621550867,0.4591667354106903,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1381545324305383,0.4595834016799927,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.1170278131806602,0.46004170179367065,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.10374149899386491,0.4618333578109741,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.09260060909825067,0.4622916579246521,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.08099362312350422,0.462708443403244,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.07644575093096743,0.4617917239665985,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.06646197997421648,0.46270835399627686,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.05844606338844945,0.4632083773612976,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.053194833997016154,0.46270835399627686,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.04822977557584333,0.46370837092399597,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.04886051684540386,0.46395838260650635,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.040135890061113365,0.4648750424385071,24,4,500,1000,45.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
