iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7405330538749695,0.33012503385543823,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.230187530318896,0.43033337593078613,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,0.9953663249810537,0.4597500264644623,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.7959105744957924,0.4852916896343231,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.6832412034273148,0.4930000305175781,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.5620958395302296,0.49891674518585205,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.4528511719157298,0.5115417242050171,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.3799306234965722,0.5159584283828735,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.3096902385974924,0.5193333625793457,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.26242120905468863,0.5225417613983154,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.22550094360485673,0.5240417718887329,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.18225505389273167,0.5268750786781311,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.14563006449801227,0.5306251049041748,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1303768022917211,0.5276666283607483,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.10385147288131218,0.5290417075157166,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.09566254455906649,0.528166651725769,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.0741688059642911,0.5308334231376648,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.06438443196627001,0.5324584245681763,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.051887661684304476,0.5322083234786987,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.04398652426122377,0.530500054359436,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.03796478593721986,0.5305001139640808,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.03529486102828135,0.5313751101493835,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.02901444925616185,0.5322083830833435,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.025197667807030182,0.5325000286102295,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.02209028120463093,0.5316250324249268,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.021271377084000658,0.5329166650772095,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.01786767188847686,0.5328750610351562,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.01590069865536255,0.5330416560173035,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.014503116651515787,0.5325000286102295,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.013274493016069755,0.5329166650772095,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
