iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.784343679745992,0.299458384513855,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2650341875851154,0.4071250557899475,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0393555924917262,0.43004167079925537,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8703679417570432,0.4539167582988739,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7576535002638897,0.4644583463668823,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.641723643328684,0.46766671538352966,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5442659360123798,0.47466668486595154,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.4941137448186055,0.47854161262512207,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.41117450676392764,0.48458337783813477,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3453632653108798,0.48616665601730347,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.29330170548443374,0.491958349943161,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2506674699834548,0.48766666650772095,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2078148684328577,0.4907500445842743,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.18966358804512615,0.49145835638046265,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.14824392658192664,0.49537503719329834,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1371578751374424,0.49366673827171326,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.10630958340091941,0.4976249635219574,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.09283457672669708,0.49658340215682983,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.07837832449877169,0.49758338928222656,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.07050864332995843,0.49775004386901855,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.06994422525895061,0.4981250464916229,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.05385434533430574,0.4992917478084564,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.046861295952112414,0.4993751645088196,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.041528610192472115,0.4982084035873413,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.03530342789114608,0.5003334283828735,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.031232936678861734,0.5010833740234375,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.02964664540437904,0.5005834102630615,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.02519906587500979,0.5012500286102295,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.022849990147127148,0.5019583702087402,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.021644290868910804,0.5023750066757202,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
