iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8528649310270946,0.2957083284854889,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3516659488280613,0.4192916750907898,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1329139123360317,0.4477084279060364,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9537084003289541,0.46791669726371765,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.844735711812973,0.471208393573761,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7065813591082891,0.4843333959579468,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6531382873654366,0.48233336210250854,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5658799397448698,0.4875417947769165,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.47197626406947774,0.4941251277923584,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.43550764086345833,0.4933333396911621,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.36003412554661435,0.5009583234786987,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.32686889233688515,0.49804162979125977,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2849241169169545,0.49933335185050964,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.24535588516543308,0.5020416975021362,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.21804621846725544,0.5022499561309814,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1781430123373866,0.5049167275428772,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.15427241769308844,0.5044584274291992,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.143747314500312,0.5044167041778564,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.12088763418917854,0.5056251287460327,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.10196831092859308,0.5047084093093872,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.09067711971389751,0.5058333873748779,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.07714033941738307,0.5058750510215759,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.07456766643250982,0.5057500600814819,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.06498982074360053,0.5067083835601807,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.053497736187030874,0.5070417523384094,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.048002928184966244,0.5061666965484619,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.04357612497794131,0.5064166784286499,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03814374073408544,0.5079584121704102,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.034584020148031414,0.5069583654403687,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.030686171143315732,0.5063750743865967,24,4,500,1000,15.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
