iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.790393978357315,0.3162500560283661,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2951883276303608,0.4059583842754364,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0818537200490634,0.4277917146682739,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8783185879389445,0.44479167461395264,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7583811233441035,0.4529584050178528,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6243787929415703,0.4668750464916229,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5256456173956394,0.47233331203460693,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.453005804369847,0.4733749330043793,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.3995580207556486,0.4763750433921814,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3406897111174961,0.47541677951812744,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.28820138665226597,0.4794999957084656,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.24327222490683198,0.47962504625320435,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2104355685878545,0.4818750023841858,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.18528324214275926,0.4815833568572998,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1564931511723747,0.48483341932296753,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.13123379085057726,0.484416663646698,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.11601507436716929,0.48591679334640503,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.09743213108352695,0.48620840907096863,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.08201750872346263,0.48637494444847107,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.07214598237381627,0.4877084195613861,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.0654353594679075,0.48625001311302185,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.05696452875660422,0.48579174280166626,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.04827961551685197,0.48620837926864624,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.04252544753641511,0.4873749911785126,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.036751713652241357,0.48750004172325134,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.03222032674239017,0.4876667261123657,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.028763125020001706,0.48741671442985535,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.025708297005621716,0.48799997568130493,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.023155041853897274,0.48754164576530457,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.021002783561319422,0.48779165744781494,24,4,500,1000,15.0,1,"(3, 32, 32)",10,0.03,0.99,4,30,10
