iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8217836618423462,0.3107083737850189,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3457814281185467,0.3876250386238098,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1115372081597645,0.4152917265892029,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9240792368849119,0.429708331823349,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7853689839442571,0.4362500309944153,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6576729205747446,0.44470834732055664,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5527331518630186,0.4493333697319031,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5249552012731632,0.44850003719329834,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4344254694879055,0.45250004529953003,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3482211564357082,0.45991671085357666,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.2939227550911407,0.46129173040390015,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2562726371300717,0.4611666798591614,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.22108157010128102,0.4611250162124634,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1861950953801473,0.46270841360092163,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1650796486840894,0.46250006556510925,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.13985257262053588,0.46420833468437195,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.12207910216723879,0.4627917408943176,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.10262222584181775,0.46462497115135193,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.0919234143414845,0.4648750424385071,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.0839742412402605,0.4642917513847351,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.06773145659826696,0.46854168176651,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.059146821848116815,0.468416690826416,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.05182597859917829,0.46766671538352966,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.045359193347394466,0.4673333168029785,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.041019925964064896,0.4671666622161865,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.03628449215708921,0.46787506341934204,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.03325079860708987,0.4672917127609253,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.028833517203262698,0.46787506341934204,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.026128516299650073,0.46799999475479126,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.026777679255853098,0.46791669726371765,24,4,500,1000,60.0,3,"(3, 32, 32)",10,0.03,0.99,4,30,10
