iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.821710819999377,0.2990000247955322,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.340678334236145,0.3824583888053894,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1338497400283813,0.40145838260650635,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9411570454637209,0.4167083203792572,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7971373697121938,0.42887505888938904,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6445398995031913,0.44091665744781494,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5610977609952291,0.44358330965042114,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.48049656332780916,0.44708341360092163,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4031428188706438,0.4538334310054779,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.35490481245021027,0.4537084102630615,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3050978244282305,0.4525834023952484,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2546934240187208,0.45366668701171875,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.21015451258669296,0.4555416703224182,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.2057274200487882,0.4547083079814911,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.16009508725255728,0.4574166238307953,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.13869158954670033,0.4564583897590637,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.10837181657552719,0.4572499990463257,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.09342490462586284,0.45875000953674316,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.0813404464473327,0.4595834016799927,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.06711673166137189,0.4588334262371063,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.05829945767375951,0.46025002002716064,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.04967561507752786,0.4592916965484619,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.04369044047780335,0.4594583511352539,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.03881264900943885,0.4601666331291199,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.036594187549781054,0.46112510561943054,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.030021423920212936,0.46158334612846375,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.02675303789631774,0.4616250693798065,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.024458668204412486,0.4621250033378601,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.02169611173061033,0.46254169940948486,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.019679494347656146,0.4620417356491089,24,4,500,1000,45.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
