iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7300733178853989,0.3407500386238098,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2393718138337135,0.45399999618530273,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0389460722605388,0.4880833327770233,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8343809321522713,0.5201666355133057,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7418783605098724,0.5245833396911621,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6194998982052008,0.5396251082420349,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.544838298112154,0.5404166579246521,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.4545916747301817,0.5503333806991577,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.39798327162861824,0.5562500953674316,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3551581309487422,0.5564583539962769,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.31521678684900206,0.5572083592414856,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2800697786733508,0.5579166412353516,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2305455096065998,0.5663332939147949,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.20598962623625994,0.5666667222976685,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1838929858058691,0.5685417056083679,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.16190915927290916,0.5682917237281799,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.14284980514397225,0.5684584379196167,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.12478179018944502,0.5702084302902222,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1132560398352022,0.5698751211166382,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.09803302935324609,0.5714167952537537,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.09042644357153524,0.5695833563804626,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.07790172616175066,0.5707083940505981,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.07005709537770599,0.5727084279060364,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.06324200564995408,0.5711250305175781,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.05584749903452272,0.5726250410079956,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.0509014581136095,0.5721250772476196,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.04454520439806705,0.5717083811759949,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.040694520983379334,0.5722082853317261,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.03659147813838596,0.5715833306312561,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.033357169614949576,0.5732083916664124,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
