iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7796235084533691,0.31537505984306335,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3919783011078835,0.3756250739097595,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1241535258789856,0.4179167151451111,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9398586768656969,0.4348333477973938,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8366989633068442,0.4436666965484619,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7018697742993633,0.4544167220592499,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6149741866004964,0.4615417420864105,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5287125601898879,0.4670000672340393,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4670454373893638,0.46941670775413513,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.39237635392540443,0.47312507033348083,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3657747054239735,0.46937498450279236,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.30112482405578095,0.4735833406448364,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.28584537534819293,0.4721667170524597,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.22948269757519787,0.4776249825954437,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.19942745690544447,0.4766666889190674,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1768096044737225,0.47866666316986084,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.15212009117628136,0.47975003719329834,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.13087494587913776,0.48079168796539307,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.11471331306771997,0.4805417060852051,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.09811052712029777,0.4816250205039978,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.08550316346615243,0.4807499647140503,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.07513233612795982,0.4814583957195282,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.0673377333538762,0.48341667652130127,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05752822656844122,0.48374995589256287,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.051671036441499986,0.4829583764076233,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.04701939512839696,0.4842084050178528,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.04081865447612169,0.4855833053588867,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.036385816745071985,0.4857500493526459,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.03239566711029814,0.4865833520889282,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.029617080426154036,0.487041711807251,24,4,500,1000,15.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
