iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.9022373408079147,0.2990000247955322,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4300044178962708,0.3762083649635315,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.204816607137521,0.4151249825954437,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.1144272660215695,0.4099999666213989,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.9408098260561625,0.42875003814697266,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.8566821465889612,0.432208389043808,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.7360710750023524,0.44412505626678467,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.6591487800081571,0.44195839762687683,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5687245664497217,0.44550007581710815,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.5132636105020841,0.44699999690055847,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.4403118509799242,0.45025011897087097,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.39897081814706326,0.4515417218208313,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.33762094130118686,0.4547916650772095,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.3145369862516721,0.4534166753292084,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.2738957193990548,0.4511250853538513,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.2400362358118097,0.45495831966400146,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.20939391292631626,0.4576667249202728,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.1771752191707492,0.45887500047683716,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1556555430094401,0.45879173278808594,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.13247542611012855,0.46000000834465027,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.12749051225061217,0.4596250057220459,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.1028183801099658,0.460541695356369,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.09056071781863768,0.461208313703537,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.08107041497714818,0.4608333706855774,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.07054027294119199,0.4617917239665985,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.06868771572286884,0.4620417058467865,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.0586523103993386,0.46412500739097595,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.05090451748886456,0.46383342146873474,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.04702390377254536,0.4634166955947876,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.04482383967842907,0.46262502670288086,24,4,500,1000,45.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
