iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.810765489935875,0.29987502098083496,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3744900971651077,0.3682500123977661,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1387570487956207,0.3997083902359009,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.028255778675278,0.4038333594799042,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8231965877736608,0.429791659116745,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7132866547132531,0.437041699886322,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6498395207648476,0.437666654586792,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5466007424208025,0.4423750042915344,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.502223375874261,0.4437916874885559,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.42162146396003664,0.44937509298324585,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.37487959225351614,0.45054173469543457,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.35666387345797074,0.44758340716362,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2904898854127775,0.45495831966400146,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.27192492387257516,0.4518333375453949,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.23450852266978472,0.45491668581962585,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.21102836025723568,0.45625001192092896,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.18777069715239728,0.4575417637825012,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.1688539750466589,0.4567500054836273,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1522116661265803,0.460458368062973,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.13557496274006553,0.46129167079925537,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.11897765660736088,0.4593333899974823,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.10543625277932733,0.46129173040390015,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.09706106765467364,0.45966672897338867,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.08324858552077785,0.4612500071525574,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.08105274123469523,0.45987504720687866,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.07089423636595409,0.46162503957748413,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.06477580135591172,0.4617500305175781,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.056691534715355374,0.4612083435058594,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.050830979424063116,0.46258339285850525,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.04701966615781809,0.46320840716362,24,4,500,1000,60.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
