iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8428468455870946,0.3060417175292969,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.328510832041502,0.39112505316734314,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1001342050731182,0.42195838689804077,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9404165241867304,0.4310833811759949,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8102833447046578,0.44400009512901306,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7038149444852024,0.44841665029525757,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6027819332666695,0.4529584050178528,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5237708242299656,0.4565417170524597,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.4691004278526331,0.4564583897590637,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.4030382559091474,0.460625022649765,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.35038451512809843,0.4636666476726532,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.31036195787601173,0.46304166316986084,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.25432519693276845,0.4675832986831665,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.2249737097202645,0.4666249752044678,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.1938099474646151,0.46808335185050964,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.1641774757154053,0.46920835971832275,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.14970031385018956,0.46770840883255005,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.12275699721552276,0.46854168176651,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.10648390843804616,0.468625009059906,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.09699610377720091,0.47025007009506226,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.0806509069079766,0.4710833728313446,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.06992519946652465,0.4714583158493042,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.060573756282489434,0.47083336114883423,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05681422893879547,0.47054168581962585,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.046678341280009285,0.4725000560283661,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.04453731467704832,0.471291720867157,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.039302446110620316,0.47200000286102295,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03440428257211655,0.47300001978874207,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.030008229293647066,0.4731667637825012,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.027198350835533347,0.4730416238307953,24,4,500,1000,60.0,8,"(3, 32, 32)",10,0.03,0.99,4,30,10
