iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8290101687113445,0.30087506771087646,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3948473297835637,0.38750001788139343,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.1919696159117545,0.4116666913032532,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.019788198696915,0.42662498354911804,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8887825948768295,0.43408340215682983,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7446729033545125,0.44825002551078796,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6623139587269785,0.45187509059906006,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5885580422667166,0.45125001668930054,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5043089082173537,0.4592500925064087,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.44357759671887226,0.4611250162124634,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3934266148959675,0.4623749852180481,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.353489879402332,0.4632501006126404,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.3061842508565557,0.46679171919822693,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.27215803644746,0.4660416841506958,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.23722942692499296,0.4695417284965515,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.21066003719170112,0.4679582715034485,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.18081260344721764,0.468583345413208,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.15683797140566944,0.471333384513855,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.13796355993448137,0.471125066280365,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.12051737173411918,0.47437500953674316,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.1109926928547793,0.47208333015441895,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.09226241753761617,0.4739166498184204,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.08511777050443925,0.4745832681655884,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.07325982833087134,0.4754999876022339,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.06533206716267159,0.4770834147930145,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.06044627690789639,0.4762083888053894,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.05660093844441386,0.47566673159599304,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.04996881410140001,0.47583335638046265,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.04253640697303732,0.47587502002716064,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.038296492398027716,0.47691667079925537,24,4,500,1000,60.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
