iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8053062781691551,0.30362504720687866,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4268329242865245,0.3660416603088379,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.2128898612766836,0.4010000228881836,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.0465511370760698,0.4310833811759949,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.9379110490942063,0.4347500205039978,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.750438868398002,0.45708340406417847,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.6727744154050015,0.4630833864212036,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5970404913290016,0.46429166197776794,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5255050539029374,0.471416711807251,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.4543204088307296,0.47279173135757446,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.40292607035371475,0.47854167222976685,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.36200772452381597,0.4776249825954437,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.3200008223502664,0.47829169034957886,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.2843396279325437,0.48050007224082947,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.24305871122487588,0.48250001668930054,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.22210460757438946,0.48391664028167725,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.1939381891376494,0.4828750491142273,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.16469723170788106,0.48470839858055115,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.1429280488130947,0.486500084400177,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.12612892461766023,0.484416663646698,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.11524647150751359,0.48387500643730164,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.09705103356463951,0.48512503504753113,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.08698363987302098,0.484416663646698,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.07661635792101151,0.484624981880188,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.06657672320943675,0.48533332347869873,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.05998349925115084,0.48633331060409546,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.0535475296661995,0.4856249988079071,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.04930515078619161,0.48462510108947754,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.042279599369067,0.48524999618530273,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.038761314060442,0.4853333830833435,24,4,500,1000,15.0,7,"(3, 32, 32)",10,0.03,0.99,4,30,10
