iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7808265363176663,0.3227916657924652,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3089218748112519,0.39645838737487793,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0826423602799575,0.42216670513153076,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9630800541490316,0.4286666810512543,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.8368220801154772,0.43929168581962585,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.7068596271953235,0.44925007224082947,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.631593091490989,0.453499972820282,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5536552973402044,0.4581666588783264,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.5167379139650924,0.4603750705718994,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.45689213685303304,0.4620833992958069,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.39665277214953676,0.4672917127609253,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.37196840383694507,0.46654173731803894,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.32932395836299594,0.468666672706604,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.2868032072437927,0.4709583520889282,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.26003020302353735,0.4722500443458557,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.23000901772563034,0.4703333377838135,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.20015207381220534,0.4723750054836273,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.19846008750513042,0.4697916507720947,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.16350862491041576,0.47291669249534607,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.1496519084078803,0.4727083444595337,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.1280835747262851,0.4747917354106903,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.1177388631622307,0.47470831871032715,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.10688579871687882,0.4750000238418579,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.09474272604469054,0.476166695356369,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.0825505115208216,0.47704169154167175,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.07350675958635595,0.4758334159851074,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.06769857311883243,0.4765416979789734,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.05963180977899659,0.4764167070388794,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.058876020659226924,0.47533339262008667,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.04998445085463269,0.47608333826065063,24,4,500,1000,45.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
