iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.761652077237765,0.3238333463668823,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2175159926215808,0.42395836114883423,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,0.9811157832543055,0.44445833563804626,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8203175713618597,0.45729169249534607,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.6791059946020445,0.47420835494995117,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.5878130892912546,0.47300001978874207,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.45782526830832165,0.48562508821487427,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.40660826675593853,0.486708402633667,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.3342314846813679,0.4894166588783264,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.2953936307070156,0.4903751015663147,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.2422189605422318,0.49383339285850525,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.21528821430789927,0.4908333718776703,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.17548492931139967,0.49537500739097595,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1522967315201337,0.49566662311553955,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.12416975289427985,0.4957916736602783,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.11290486180223525,0.4972083270549774,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.09032401733566076,0.4996250569820404,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.08374056024088834,0.4976249635219574,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.06890486345704024,0.49937498569488525,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.05612267183217531,0.499958336353302,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.04825993378957113,0.499625027179718,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.047167936766830586,0.502333402633667,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.0375443030303965,0.5022916793823242,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.03465142260150363,0.5013750791549683,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.02927205027663149,0.501750111579895,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.026204273162875324,0.502333402633667,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.022818764147814363,0.5020416975021362,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.02035717249964364,0.5027084350585938,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.018239358692274738,0.502666711807251,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.016511813116570313,0.5026666522026062,24,4,500,1000,15.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
