iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.6401136045654614,0.34995830059051514,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.1186529323458672,0.45179176330566406,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,0.9309059008955956,0.47558340430259705,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.7309802174568176,0.5045832991600037,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.6403813983003298,0.5075833201408386,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.5329327511911591,0.5183334350585938,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.43956368913253147,0.5243750214576721,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.38437027018517256,0.5318333506584167,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.32185385857398313,0.5358334183692932,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.2772748644153277,0.5383332967758179,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.2542461565074821,0.5373333692550659,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.21755176798130074,0.5413333773612976,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.18605217578200003,0.5444583892822266,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1675188132406523,0.5449166893959045,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.14078819445179155,0.5450000166893005,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.12501577602233738,0.546208381652832,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.10930362378712744,0.5477083325386047,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.09697084276316066,0.545708417892456,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.08598180707000817,0.5467500686645508,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.07189400808420032,0.546999990940094,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.06436880379139136,0.5477500557899475,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.05555144175499057,0.5485833287239075,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.048885540454648435,0.5477500557899475,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.047329662348298975,0.5484166145324707,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.03937678767639833,0.5493333339691162,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.03492115190601908,0.5496667623519897,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.03136809517551834,0.549416720867157,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03261422131132955,0.5487500429153442,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.025718506823371474,0.549291729927063,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.022928023206380505,0.5502916574478149,24,4,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,4,30,10
