iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7757350703080494,0.312458336353302,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3187587137023609,0.3952500522136688,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.096208608398835,0.41612499952316284,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9500878987212976,0.4266667068004608,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7844335939735174,0.4434583783149719,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6656365459784865,0.45100003480911255,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.564769111884137,0.4552083909511566,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.5032284051800767,0.45370835065841675,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.42039033452359337,0.46154162287712097,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.37777265689025324,0.4617917239665985,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.33590167248621583,0.46279165148735046,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2985214536699156,0.4639999568462372,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2459948523901403,0.4660000503063202,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.21385065481687585,0.4658333659172058,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.19300991993319863,0.4664583206176758,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.15986488437435278,0.4689583480358124,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.148137078465273,0.4687500596046448,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.12491612873661022,0.46900004148483276,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.10698448303931703,0.47037506103515625,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.09692183592900012,0.4687917232513428,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.08103362383553758,0.47079169750213623,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.0756813931511715,0.4714999794960022,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.06503224515472539,0.471375048160553,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.05708134503220208,0.47045832872390747,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.050467669585486874,0.47170841693878174,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.044256644536896296,0.47245845198631287,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.039269646047614515,0.47291669249534607,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.04000494916787526,0.4721667170524597,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.032842991490421504,0.4729999899864197,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.029873472264929053,0.4734167456626892,24,4,500,1000,30.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
