iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7407270570596058,0.3408750295639038,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4590689738591511,0.4112500548362732,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.2881311277548473,0.44700002670288086,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.1223257631063461,0.4780000150203705,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.9644299944241842,0.5017083883285522,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.8630592872699102,0.5122500658035278,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.7535183876752853,0.5244584083557129,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.6850074529647827,0.5300000309944153,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.6058636084198952,0.5407916903495789,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.5528481565415859,0.5402083992958069,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.49165429795781773,0.5446250438690186,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.44458239028851193,0.548791766166687,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.402285606910785,0.5515416860580444,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.36144070078929263,0.5541250705718994,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.3298219032585621,0.5534166693687439,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.2958839647471905,0.5530000329017639,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.26232766049603623,0.5567917823791504,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.2346852608025074,0.5590833425521851,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.20724094100296497,0.5584168434143066,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.1878797703733047,0.5596250891685486,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.17104927947123846,0.5605417490005493,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.14750576298683882,0.5627500414848328,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.13439517375081778,0.5629583597183228,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.11910404730588198,0.5625417232513428,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.10567188759644826,0.5637083649635315,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.09285849177589019,0.5639166831970215,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.08255127025768161,0.5650416612625122,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.076770623990645,0.5666666626930237,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.06735015070686738,0.5655000805854797,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.06020253415529927,0.5662083625793457,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,4,30,10
