iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7617225150267284,0.31970834732055664,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2669153437018394,0.4069167375564575,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0432636837164562,0.4268333315849304,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.9128007094065348,0.43554168939590454,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.742065300544103,0.44470834732055664,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6615188028663397,0.44587504863739014,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5122920634845892,0.460875004529953,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.47578334870437783,0.45591676235198975,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.36880641027043265,0.46429169178009033,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3218225358674924,0.46404170989990234,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.2643293025903404,0.46541666984558105,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.23525548136482635,0.46529170870780945,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.18195978365838528,0.46800005435943604,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1580966473557055,0.4656667113304138,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.13949326208482185,0.46700000762939453,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.12020600540563464,0.46779173612594604,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.09549490521506716,0.4682084023952484,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.08320026914589107,0.4685417115688324,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.06555221284118791,0.46908339858055115,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.05763704550918192,0.46895831823349,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.06095703625275443,0.4682500958442688,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.04243654953703905,0.4710000455379486,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.03641055848371858,0.470916748046875,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.03180531790712848,0.4700833559036255,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.02820073733649527,0.47045832872390747,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.025712298209934186,0.46970832347869873,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.02286391257075593,0.4699583053588867,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.020154323981842026,0.4697500169277191,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.01834941979420061,0.4708750247955322,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.016533119041317452,0.47074997425079346,24,4,500,1000,60.0,2,"(3, 32, 32)",10,0.03,0.99,4,30,10
