iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.757233555118243,0.3320416808128357,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.4299633813401063,0.37166672945022583,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.2297899509236838,0.40020841360092163,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,1.1048321025252033,0.4149167239665985,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.9955785196313324,0.42483335733413696,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.856498575216392,0.4410000741481781,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.7772478087281343,0.4437916874885559,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.7239295439697647,0.4452917277812958,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.6468501807685243,0.4486250579357147,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.605045324152646,0.4520833492279053,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.5311824919238765,0.45366668701171875,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.49380379387973034,0.45379167795181274,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.4508913213649066,0.45716676115989685,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.3998335817741463,0.46133336424827576,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.3656680414666577,0.46145838499069214,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.33915399806331453,0.4611250162124634,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.3077890884063284,0.4619167745113373,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.28219988459022716,0.4631250500679016,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.24941681161241527,0.46379169821739197,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.2312648345468915,0.4636250436306,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.20362604375259252,0.463291734457016,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.18289939535801145,0.4656667709350586,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.16841176799547006,0.4657916724681854,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.14802871855984753,0.4656250476837158,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.13325298652731968,0.4657083749771118,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.12045133795618312,0.4662500321865082,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.10984897169449444,0.4660417437553406,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.09844312654604437,0.46545836329460144,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.09194853654480539,0.4657916724681854,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.0826253958948655,0.4659584164619446,24,4,500,1000,45.0,4,"(3, 32, 32)",10,0.03,0.99,4,30,10
