iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.8019239405790966,0.29733335971832275,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.2359556977947552,0.42625004053115845,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,0.9943608902394772,0.4480000436306,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8795789026965698,0.45491665601730347,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7473787885780135,0.46883338689804077,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6454210377608737,0.4750833213329315,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5468033543632677,0.4817083775997162,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.4750414734395842,0.4855833649635315,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.43924426842325676,0.4812083840370178,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3781911452339652,0.484208345413208,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.3235488433080415,0.49004173278808594,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.2885513007834864,0.4891250729560852,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2508643872376221,0.49029168486595154,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.21912268243613653,0.49174997210502625,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.19216194873054823,0.4906667172908783,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.16671786910349815,0.4944167137145996,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.14155529111546153,0.4951666593551636,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.12650755903450772,0.49512502551078796,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.11304431279131677,0.4940834045410156,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.10096305680053774,0.4951249361038208,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.08645098711713217,0.4959166944026947,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.0734091953781899,0.4970417022705078,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.06659590512572322,0.49825018644332886,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.06035777666935852,0.49720829725265503,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.05184451138969356,0.4974167048931122,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.0491382203278287,0.4972083270549774,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.042348010819599345,0.497374951839447,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.03908732088893885,0.49804171919822693,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.03494525444208799,0.4972083270549774,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.03152937342626198,0.4972084164619446,24,4,500,1000,60.0,9,"(3, 32, 32)",10,0.03,0.99,4,30,10
