iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local
0,1.7989916950464249,0.3062500059604645,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
1,1.3363018433252971,0.39350005984306335,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
2,1.0916355450948079,0.41854172945022583,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
3,0.8777582620580991,0.4412917494773865,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
4,0.7780836435655752,0.4383333623409271,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
5,0.6350226756185293,0.44979172945022583,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
6,0.5268320615092913,0.4555833339691162,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
7,0.44675688818097115,0.460708349943161,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
8,0.40694532232979935,0.46025002002716064,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
9,0.3168575142820676,0.4659166932106018,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
10,0.27584377164021134,0.4661667048931122,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
11,0.24770122362921634,0.4682917594909668,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
12,0.2114821233165761,0.46791669726371765,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
13,0.1706665443877379,0.4723334014415741,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
14,0.15043803630396724,0.4713333547115326,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
15,0.12600126567607126,0.47295838594436646,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
16,0.10978470164506386,0.4724583625793457,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
17,0.10447547355821978,0.4704166650772095,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
18,0.08676918898709118,0.47320830821990967,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
19,0.07631491244925807,0.47291669249534607,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
20,0.06912919054351126,0.4751666486263275,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
21,0.0573079590103589,0.4742916524410248,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
22,0.05427640651275093,0.4755833148956299,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
23,0.049643474883244686,0.4747917056083679,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
24,0.04090645942293728,0.4762083888053894,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
25,0.036808105069212615,0.4764584004878998,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
26,0.0350313441012986,0.47529172897338867,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
27,0.02993332424860758,0.4762500524520874,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
28,0.026849361466399085,0.4768750071525574,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
29,0.02479727434304853,0.4765833616256714,24,4,500,1000,60.0,5,"(3, 32, 32)",10,0.03,0.99,4,30,10
